row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,89.733.646.443,65.629.702.612,89733646443.0,65629702612.0
Ông Võ Đình Ngọc,Ông Võ Đình Ngọc,Ông Võ Đình Ngọc,11.000.000.000,11.000.000.000,11000000000.0,11000000000.0
Công ty Cổ phần Luux Interior,Công ty Cổ phần Luux Interior,Công ty Cổ phần Luux Interior,10.154.730.362,10.154.730.362,10154730362.0,10154730362.0
Công ty TNHH TMDV Thanh Sơn Hóa Nông,Công ty TNHH TMDV Thanh Sơn Hóa Nông,Công ty TNHH TMDV Thanh Sơn Hóa Nông,10.000.000.000,10.000.000.000,10000000000.0,10000000000.0
BERMANFALK Hospitality Group,BERMANFALK Hospitality Group,BERMANFALK Hospitality Group,6.867.014.337,22.221.652,6867014337.0,22221652.0
Fourhands LLC,Fourhands LLC,Fourhands LLC,4.816.479.788,8.405.432.006,4816479788.0,8405432006.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,46.895.421.956,26.047.318.592,46895421956.0,26047318592.0
Dài hạn,Dài hạn,Dài hạn,1.171.936.527.786,1.171.936.527.786,1171936527786.0,1171936527786.0
Vinhomes (*),Vinhomes (*),Vinhomes (*),1.032.336.527.786,1.032.336.527.786,1032336527786.0,1032336527786.0
Bên liên quan trả tiền trước (TM số 30),Bên liên quan trả tiền trước (TM số 30),Bên liên quan trả tiền trước (TM số 30),139.600.000.000,139.600.000.000,139600000000.0,139600000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.261.670.174.229,1.237.566.230.398,1261670174229.0,1237566230398.0
