row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Siba Tech,Siba Tech,Siba Tech,Xây dựng trại,470.535.590.591,274.611.523.428,,470535590591.0,274611523428.0
Siba Tech,Siba Tech,Siba Tech,Sử dụng dịch vụ,8.441.885.113,-,,8441885113.0,
Siba Tech,Siba Tech,Siba Tech,Thu chỉ hộ,130.070.700,-,,130070700.0,
Siba Tech,Siba Tech,Siba Tech,Bán hàng,100.946.100,7.874.904,,100946100.0,7874904.0
Vmeco Bạc Liêu,Vmeco Bạc Liêu,Vmeco Bạc Liêu,Sử dụng dịch vụ,3.858.566.821,-,,3858566821.0,
Tân Long,Tân Long,Tân Long,Mua hàng,3.105.464.250,-,,3105464250.0,
Tân Long,Tân Long,Tân Long,Bán hàng,281.231.200,210.284.600,,281231200.0,210284600.0
Sibacons,Sibacons,Sibacons,Mua hàng,1.296.000.000,4.008.676.390,,1296000000.0,4008676390.0
Siba Cư Jút,Siba Cư Jút,Siba Cư Jút,Sử dụng dịch vụ,897.070.343,-,,897070343.0,
Stemkos,Stemkos,Stemkos,Bán hàng,68.181.818,-,,68181818.0,
A An,A An,A An,Bán hàng,58.656.000,6.212.591.700,,58656000.0,6212591700.0
A An,A An,A An,Mua hàng,72.000.000,287.800.000,,72000000.0,287800000.0
Siba Food,Siba Food,Siba Food,Bán hàng,-,182.241.255.181,,,182241255181.0
Siba Food,Siba Food,Siba Food,Mua hàng,-,56.968.718.202,,,56968718202.0
Siba Holdings,Siba Holdings,Siba Holdings,Trả cổ tức bằng,,,,,
Siba Holdings,Siba Holdings > Siba Holdings,Siba Holdings,cổ phiếu,-,98.774.930.000,,,98774930000.0
Siba Holdings,Siba Holdings > Siba Holdings,Siba Holdings,Mua cổ phiếu,-,40.048.420.000,,,40048420000.0
Bà Bùi Hương Giang,Bà Bùi Hương Giang,Bà Bùi Hương Giang,Trả cổ tức bằng,,,,,
Bà Bùi Hương Giang,Bà Bùi Hương Giang > Bà Bùi Hương Giang,Bà Bùi Hương Giang,cổ phiếu,-,7.937.300.000,,,7937300000.0
Bà Bùi Hương Giang,Bà Bùi Hương Giang > Bà Bùi Hương Giang,Bà Bùi Hương Giang,Mua cổ phiếu,-,3.000.000.000,,,3000000000.0
Solacons,Bà Bùi Hương Giang > Solacons,Solacons,Mua hàng,-,1.197.271.724,,,1197271724.0
