row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,7.851.329.821.839,5.807.370.761.020,7851329821839.0,5807370761020.0
Phải trả theo HĐHTĐT - Dự án The EverRich 2 và The EverRich 3 (i),Phải trả theo HĐHTĐT - Dự án The EverRich 2 và The EverRich 3 (i),Phải trả theo HĐHTĐT - Dự án The EverRich 2 và The EverRich 3 (i),5.547.433.656.616,5.547.433.656.616,5547433656616.0,5547433656616.0
Ông Hoàng Võ Anh Khoa (ii),Ông Hoàng Võ Anh Khoa (ii),Ông Hoàng Võ Anh Khoa (ii),1.041.172.957.295,-,1041172957295.0,
Phải trả bên liên quan (Thuyết minh số 34),Phải trả bên liên quan (Thuyết minh số 34),Phải trả bên liên quan (Thuyết minh số 34),909.001.042.150,189.039.636.475,909001042150.0,189039636475.0
Công ty TNHH Đầu Tư Thương Mại Vận Tải Biển Minh Hải (iii),Công ty TNHH Đầu Tư Thương Mại Vận Tải Biển Minh Hải (iii),Công ty TNHH Đầu Tư Thương Mại Vận Tải Biển Minh Hải (iii),160.130.000.000,-,160130000000.0,
Công ty Cổ phần Alpha Apus (iv),Công ty Cổ phần Alpha Apus (iv),Công ty Cổ phần Alpha Apus (iv),100.000.000.000,-,100000000000.0,
KCN Phát Đạt,KCN Phát Đạt,KCN Phát Đạt,36.294.095.940,-,36294095940.0,
"Nhận ký quý, ký cược","Nhận ký quý, ký cược","Nhận ký quý, ký cược",14.600.000.000,26.200.000.000,14600000000.0,26200000000.0
HĐHTĐT – Dự án Nhơn Hội – Bình Định (v),HĐHTĐT – Dự án Nhơn Hội – Bình Định (v),HĐHTĐT – Dự án Nhơn Hội – Bình Định (v),13.518.255.040,13.518.255.040,13518255040.0,13518255040.0
Khác,Khác,Khác,29.179.814.798,31.179.212.889,29179814798.0,31179212889.0
Dài hạn,Dài hạn,Dài hạn,3.692.524.590.304,4.237.446.204.000,3692524590304.0,4237446204000.0
Phải trả bên liên quan (Thuyết minh số 34),Phải trả bên liên quan (Thuyết minh số 34),Phải trả bên liên quan (Thuyết minh số 34),3.692.524.590.304,4.237.446.204.000,3692524590304.0,4237446204000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,11.543.854.412.143,10.044.816.965.020,11543854412143.0,10044816965020.0
