row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Đất Xanh Miền Trung,Đất Xanh Miền Trung,Đất Xanh Miền Trung,Góp vốn,132.688.477.035,-,,132688477035.0,
Regal Group,Regal Group,Regal Group,Mua công ty conDoanh thu được chia từ HĐHTKD,110.936.267.685,-,,110936267685.0,
Regal Group,Regal Group,Regal Group,Mua công ty conDoanh thu được chia từ HĐHTKD,-,20.165.251.938,,,20165251938.0
Hà An,Hà An,Hà An,Thu hồi gốc vayDoanh thu môi giớiLãi cho vayChi phí khác,68.657.481.59753.530.945.3944.702.861.484-,31.342.518.40332.306.195.7284.992.361.4232.219.368,,,3.134251840332306e+38
LinkGroup,LinkGroup,LinkGroup,Cho vayCổ tức được chiaPhí dịch vụ môi giớiLãi cho vayHoàn ký quỹ,64.500.000.0002.124.137.9611.753.055.901173.178.082-,-1.609.416.000515.287.965-6.300.000.000,,,
Đất Xanh Miền Nam,LinkGroup > Đất Xanh Miền Nam,Đất Xanh Miền Nam,Doanh thu được chia từ HĐHTKDPhí dịch vụ môi giớiLãi cho vayDoanh thu môi giớiThu hồi vốn theo HĐHTKDKý quỹ môi giớiThu hồi ký quỹCho vayHoàn ký quỹ,18.727.272.7282.798.596.6201.151.898.26890.385.065-,-1.785.842.629406.103.3005.066.599.88144.364.000.00018.811.175.22218.811.175.22213.931.175.2224.880.000.000,,,-1.785842629406103e+82
Ông Trần Ngọc Thành,LinkGroup > Ông Trần Ngọc Thành,Ông Trần Ngọc Thành,Mua cổ phần công ty con,21.752.209.350,-,,21752209350.0,
Hà Thuận Hùng,LinkGroup > Hà Thuận Hùng,Hà Thuận Hùng,Doanh thu môi giớiKý quỹ môi giới,15.162.686.034-,9.040.793.08931.114.000.000,,,9.04079308931114e+20
