row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả người bán ngắn hạn (TM số 19),Phải trả người bán ngắn hạn (TM số 19),Phải trả người bán ngắn hạn (TM số 19),Phải trả người bán ngắn hạn (TM số 19),Phải trả người bán ngắn hạn (TM số 19),Phải trả người bán ngắn hạn (TM số 19),Phải trả người bán ngắn hạn (TM số 19),,,,
Công ty Cổ phầnGia sức Lơ Pang,Phải trả người bán ngắn hạn (TM số 19) > Công ty Cổ phầnGia sức Lơ Pang,Công ty Cổ phầnGia sức Lơ Pang,Công ty liên quan,Mua hàng hóa và dịch vụMua tài sản cố định,66.675.236,-,,,66675236.0,
Công ty Cổ phầnGia sức Lơ Pang,Phải trả người bán ngắn hạn (TM số 19) > Công ty Cổ phầnGia sức Lơ Pang,Công ty Cổ phầnGia sức Lơ Pang,Công ty liên quan,Mua hàng hóa và dịch vụMua tài sản cố định,33.473.380,-,,,33473380.0,
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai - Chi nhánh Nhà Máy nhựa Hoàng Anh,Phải trả người bán ngắn hạn (TM số 19) > Công ty Cổ phần Gỗ Hoàng Anh Gia Lai - Chi nhánh Nhà Máy nhựa Hoàng Anh,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai - Chi nhánh Nhà Máy nhựa Hoàng Anh,Công ty liên quan,Mua hàng hóa và dịch vụ,23.380.474,116.694.539,,,23380474.0,116694539.0
Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Phải trả người bán ngắn hạn (TM số 19) > Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty liên quan,Mua hàng hóa và dịch vụ,9.257.375,-,,,9257375.0,
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (TM số 19) > Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty có cùng thành viên HĐQT,Mua hàng hóa và dịch vụ,2.081.090,-,,,2081090.0,
Công ty TNHH MTV Bao bì Linh Khang,Phải trả người bán ngắn hạn (TM số 19) > Công ty TNHH MTV Bao bì Linh Khang,Công ty TNHH MTV Bao bì Linh Khang,Công ty liên quan,Mua hàng hóa và dịch vụ,1.883.340,-,,,1883340.0,
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai - Chi nhánh Chế Biến Hoa Quả,Phải trả người bán ngắn hạn (TM số 19) > Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai - Chi nhánh Chế Biến Hoa Quả,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai - Chi nhánh Chế Biến Hoa Quả,Công ty con của Công ty có cùng thành viên HĐQT,Mua hàng hóa và dịch vụ,1.497.279,-,,,1497279.0,
Các bên liên quan khác,Phải trả người bán ngắn hạn (TM số 19) > Các bên liên quan khác,Các bên liên quan khác,Bên liên quan,Mua hàng hóa và dịch vụ,482.444,1.080.231,,,482444.0,1080231.0
,,,,,138.730.618,117.774.770,,,138730618.0,117774770.0
