row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Năm nay,Ngàn VNDNăm trước,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty liên quan,Cho vayLãi cho vayMua hàng hóa và dịch vụLãi vayBán hàng hóa và cung cấp dịch vụ,25.910.69214.273.336,-22.292.669,,,2591069214273336.0,-22292669.0
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty liên quan,Cho vayLãi cho vayMua hàng hóa và dịch vụLãi vayBán hàng hóa và cung cấp dịch vụ,1.411.8221.448.958,22.295.903-,,,14118221448958.0,
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty liên quan,Cho vayLãi cho vayMua hàng hóa và dịch vụLãi vayBán hàng hóa và cung cấp dịch vụ,78.193,1.078.511,,,78193.0,1078511.0
Ông Nguyễn Ngọc Mai,Ông Nguyễn Ngọc Mai,Ông Nguyễn Ngọc Mai,Giám đốc công ty con,Lãi cho vay,15.803.280,-,,,15803280.0,
Công ty TNHH MTV Bao bì Linh Khang,Công ty TNHH MTV Bao bì Linh Khang,Công ty TNHH MTV Bao bì Linh Khang,Công ty liên quan,Mua hàng hóaBán hàng hóa và cung cấp dịch vụ,20.678.860,-,,,20678860.0,
Công ty TNHH MTV Bao bì Linh Khang,Công ty TNHH MTV Bao bì Linh Khang,Công ty TNHH MTV Bao bì Linh Khang,Công ty liên quan,Mua hàng hóaBán hàng hóa và cung cấp dịch vụ,2.059.641,-,,,2059641.0,
Ông Lê Văn Thạch,Ông Lê Văn Thạch,Ông Lê Văn Thạch,Bên liên quan,Lãi cho vay,7.901.640,-,,,7901640.0,
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty có cùng thành viên HĐQT,Mua hàng hóa và dịch vụMua tài sảnBán hàng hóa và cung cấp dịch vụ,3.288.952597.096,-,,,3288952597096.0,
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty có cùng thành viên HĐQT,Mua hàng hóa và dịch vụMua tài sảnBán hàng hóa và cung cấp dịch vụ,77.854,-,,,77854.0,
Ông Trần Quang Dũng,Ông Trần Quang Dũng,Ông Trần Quang Dũng,Phó Giám đốc công ty con,Lãi cho vayCho mượn không lãi suất,2.633.880478.330,-,,,2633880478330.0,
Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty con của Công ty có cùng thành viên HĐQT,Mua hàng hóa và dịch vụMua tài sảnBán hàng hóa và cung cấp dịch vụ,2.072.573726.000,-,,,2072573726000.0,
Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty con của Công ty có cùng thành viên HĐQT,Mua hàng hóa và dịch vụMua tài sảnBán hàng hóa và cung cấp dịch vụ,39.333,-,,,39333.0,
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty con của Công ty có cùng thành viên HĐQT,Mua hàng hóa và dịch vụ,1.287.142,-,,,1287142.0,
Công ty Cổ phần Đầu tư Bất Động sản An Phú,Công ty Cổ phần Đầu tư Bất Động sản An Phú,Công ty Cổ phần Đầu tư Bất Động sản An Phú,Công ty liên quan,Mua hàng hóa và dịch vụ,646.600,404.387,,,646600.0,404387.0
Ông Nguyễn Văn Quý,Ông Nguyễn Văn Quý,Ông Nguyễn Văn Quý,Bên liên quan,Mua hàng hóa và dịch vụ,495.300,-,,,495300.0,
Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Phó Tổng Giám đốc,Cho vayChi phí lãi HĐHTKD,159.863,5.182.241,,,159863.0,5182241.0
Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Phó Tổng Giám đốc,Cho vayChi phí lãi HĐHTKD,-,4.122.224,,,,4122224.0
