row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,975.234.300.554,665.508.904.842,975234300554.0,665508904842.0
Phải thu khách hàng Dự án Khu căn hộCao cấp DIC Phoenix (*),Phải thu khách hàng Dự án Khu căn hộCao cấp DIC Phoenix (*),Phải thu khách hàng Dự án Khu căn hộCao cấp DIC Phoenix (*),367.743.105.401,140.576.563.229,367743105401.0,140576563229.0
Phải thu khách hàng Dự án Khu Đô thị mớiNam Vĩnh Yên,Phải thu khách hàng Dự án Khu Đô thị mớiNam Vĩnh Yên,Phải thu khách hàng Dự án Khu Đô thị mớiNam Vĩnh Yên,424.717.918.211,187.204.948.311,424717918211.0,187204948311.0
Công ty Cổ phần DCP Châu Á,Công ty Cổ phần DCP Châu Á,Công ty Cổ phần DCP Châu Á,63.709.082.663,-,63709082663.0,
Ban Quản lý Dự án Sở Xây dựngTỉnh Bà Rịa - Vũng Tàu,Ban Quản lý Dự án Sở Xây dựngTỉnh Bà Rịa - Vũng Tàu,Ban Quản lý Dự án Sở Xây dựngTỉnh Bà Rịa - Vũng Tàu,27.577.446.473,31.061.301.282,27577446473.0,31061301282.0
Phải thu khách hàng Dự án Khu Đô thị Chí Linh,Phải thu khách hàng Dự án Khu Đô thị Chí Linh,Phải thu khách hàng Dự án Khu Đô thị Chí Linh,22.736.281.041,28.659.775.738,22736281041.0,28659775738.0
Công ty TNHH Một Thành Viên,Công ty TNHH Một Thành Viên,Công ty TNHH Một Thành Viên,-,-,,
Paragon Đại Phước,Công ty TNHH Một Thành Viên > Paragon Đại Phước,Paragon Đại Phước,20.510.373.702,,20510373702.0,
Phải thu khách hàng Dự án Thủy Tiên,Công ty TNHH Một Thành Viên > Phải thu khách hàng Dự án Thủy Tiên,Phải thu khách hàng Dự án Thủy Tiên,13.514.369.947,14.246.491.223,13514369947.0,14246491223.0
Công ty Cổ phần Đầu tư Nam Phan,Công ty TNHH Một Thành Viên > Công ty Cổ phần Đầu tư Nam Phan,Công ty Cổ phần Đầu tư Nam Phan,11.000.000.000,-,11000000000.0,
Công ty Cổ phần DIC Số 4,Công ty TNHH Một Thành Viên > Công ty Cổ phần DIC Số 4,Công ty Cổ phần DIC Số 4,1.900.000.000,52.500.000.000,1900000000.0,52500000000.0
Công ty Cổ phần Đầu tư Việt Thiên Lâm,Công ty TNHH Một Thành Viên > Công ty Cổ phần Đầu tư Việt Thiên Lâm,Công ty Cổ phần Đầu tư Việt Thiên Lâm,683.798.626,79.745.598.078,683798626.0,79745598078.0
Công ty TNHH Phước An,Công ty TNHH Một Thành Viên > Công ty TNHH Phước An,Công ty TNHH Phước An,-,60.463.000.000,,60463000000.0
Công ty Cổ phần Đầu tư Phát triển Xây dựngPhước An,Công ty TNHH Một Thành Viên > Công ty Cổ phần Đầu tư Phát triển Xây dựngPhước An,Công ty Cổ phần Đầu tư Phát triển Xây dựngPhước An,-,48.254.830.162,,48254830162.0
Khác,Công ty TNHH Một Thành Viên > Khác,Khác,21.141.924.490,22.796.396.819,21141924490.0,22796396819.0
Dài hạn,Công ty TNHH Một Thành Viên > Dài hạn,Dài hạn,8.318.000.000,168.674.434.812,8318000000.0,168674434812.0
Ông Lê Văn Hường,Công ty TNHH Một Thành Viên > Ông Lê Văn Hường,Ông Lê Văn Hường,8.318.000.000,8.318.000.000,8318000000.0,8318000000.0
Công ty Cổ phần Đầu tư Việt Thiên Lâm,Công ty TNHH Một Thành Viên > Công ty Cổ phần Đầu tư Việt Thiên Lâm,Công ty Cổ phần Đầu tư Việt Thiên Lâm,-,119.618.397.118,,119618397118.0
Ông Phan Văn Bình,Công ty TNHH Một Thành Viên > Ông Phan Văn Bình,Ông Phan Văn Bình,-,20.369.021.195,,20369021195.0
Ông Nguyễn Vũ Tuấn,Công ty TNHH Một Thành Viên > Ông Nguyễn Vũ Tuấn,Ông Nguyễn Vũ Tuấn,-,20.369.016.499,,20369016499.0
TỔNG CỘNG,Công ty TNHH Một Thành Viên > TỔNG CỘNG,TỔNG CỘNG,983.552.300.554,834.183.339.654,983552300554.0,834183339654.0
Dự phòng phải thu ngắn hạn khó đòi,Công ty TNHH Một Thành Viên > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,-,(2.926.184.555),,-2926184555.0
GIÁ TRỊ THUẦN,Công ty TNHH Một Thành Viên > GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,983.552.300.554,831.257.155.099,983552300554.0,831257155099.0
Trong đó:Các bên khác,Công ty TNHH Một Thành Viên > Trong đó:Các bên khác,Trong đó:Các bên khác,980.224.774.877,777.227.300.300,980224774877.0,777227300300.0
Các bên liên quan (Thuyết minh số 29),Công ty TNHH Một Thành Viên > Các bên liên quan (Thuyết minh số 29),Các bên liên quan (Thuyết minh số 29),3.327.525.677,54.029.854.799,3327525677.0,54029854799.0
