row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Chuyển nhượngbất động sảnNhận tiền trước từchuyển nhượng bấtđộng sảnThu tiền chuyểnnhượng bất động sảnVay tiềnHoàn trả tiền vay bằnghình thức cán trừkhoản phải thuThu tiền chuyểnnhượng bất động sảnbằng hình thức cán trừthỏa thuận vay,4.221.402.130,-,,4221402130.0,
Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Chuyển nhượngbất động sảnNhận tiền trước từchuyển nhượng bấtđộng sảnThu tiền chuyểnnhượng bất động sảnVay tiềnHoàn trả tiền vay bằnghình thức cán trừkhoản phải thuThu tiền chuyểnnhượng bất động sảnbằng hình thức cán trừthỏa thuận vay,3.500.000.000,-,,3500000000.0,
Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Chuyển nhượngbất động sảnNhận tiền trước từchuyển nhượng bấtđộng sảnThu tiền chuyểnnhượng bất động sảnVay tiềnHoàn trả tiền vay bằnghình thức cán trừkhoản phải thuThu tiền chuyểnnhượng bất động sảnbằng hình thức cán trừthỏa thuận vay,500.000.000,-,,500000000.0,
Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Chuyển nhượngbất động sảnNhận tiền trước từchuyển nhượng bấtđộng sảnThu tiền chuyểnnhượng bất động sảnVay tiềnHoàn trả tiền vay bằnghình thức cán trừkhoản phải thuThu tiền chuyểnnhượng bất động sảnbằng hình thức cán trừthỏa thuận vay,500.000.000,-,,500000000.0,
Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Chuyển nhượngbất động sảnNhận tiền trước từchuyển nhượng bấtđộng sảnThu tiền chuyểnnhượng bất động sảnVay tiềnHoàn trả tiền vay bằnghình thức cán trừkhoản phải thuThu tiền chuyểnnhượng bất động sảnbằng hình thức cán trừthỏa thuận vay,500.000.000,-,,500000000.0,
Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Bà Trần Thị Thủy Trang,Chuyển nhượngbất động sảnNhận tiền trước từchuyển nhượng bấtđộng sảnThu tiền chuyểnnhượng bất động sảnVay tiềnHoàn trả tiền vay bằnghình thức cán trừkhoản phải thuThu tiền chuyểnnhượng bất động sảnbằng hình thức cán trừthỏa thuận vay,500.000.000,-,,500000000.0,
Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Chuyển nhượngbất động sảnThu tiền chuyểnnhượng bất động sảnNhận tiền trước từchuyển nhượng bấtđộng sản,3.457.532.489,-,,3457532489.0,
Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Chuyển nhượngbất động sảnThu tiền chuyểnnhượng bất động sảnNhận tiền trước từchuyển nhượng bấtđộng sản,2.593.321.267,-,,2593321267.0,
Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Chuyển nhượngbất động sảnThu tiền chuyểnnhượng bất động sảnNhận tiền trước từchuyển nhượng bấtđộng sản,2.406.678.733,-,,2406678733.0,
Ông Nguyễn Ngọc Huy,Ông Nguyễn Ngọc Huy,Ông Nguyễn Ngọc Huy,Chuyển nhượngbất động sảnThu tiền chuyểnnhượng bất động sảnNhận tiền trước từchuyển nhượng bấtđộng sản,2.956.300.679,-,,2956300679.0,
Ông Nguyễn Ngọc Huy,Ông Nguyễn Ngọc Huy,Ông Nguyễn Ngọc Huy,Chuyển nhượngbất động sảnThu tiền chuyểnnhượng bất động sảnNhận tiền trước từchuyển nhượng bấtđộng sản,2.300.000.000,-,,2300000000.0,
Ông Nguyễn Ngọc Huy,Ông Nguyễn Ngọc Huy,Ông Nguyễn Ngọc Huy,Chuyển nhượngbất động sảnThu tiền chuyểnnhượng bất động sảnNhận tiền trước từchuyển nhượng bấtđộng sản,700.000.000,-,,700000000.0,
