row_label_raw,row_label_full,Biên liên quan,Tính chất giao dịch,31/12/2022VND,01/01/2022VND,numeric__Tính chất giao dịch,numeric__31/12/2022VND,numeric__01/01/2022VND
1. Phải thu khách hàng,1. Phải thu khách hàng,1. Phải thu khách hàng,,722.319.276,4.440.762.319,,722319276.0,4440762319.0
Ông Đỗ Quý Chiến,Ông Đỗ Quý Chiến,Ông Đỗ Quý Chiến,Phải thu từ hoạt động chuyển nhượng BĐS,-,3.718.443.043,,,3718443043.0
Công ty Heritage,Công ty Heritage,Công ty Heritage,Phải thu từ cung cấp dịch vụ,722.319.276,722.319.276,,722319276.0,722319276.0
2. Phải trả người bán,2. Phải trả người bán,2. Phải trả người bán,,28.222.447.432,11.875.477.657,,28222447432.0,11875477657.0
Công ty PSP,Công ty PSP,Công ty PSP,Phải trả phí dịch vụ,9.389.590.544,1.978.557.016,,9389590544.0,1978557016.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phải trả phí dịch vụ,6.018.115.007,335.157.839,,6018115007.0,335157839.0
Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận,Công ty Hải Phát- Bình Thuận,Phải trả theo hợp đồng chuyển nhượng quyền sử dụng đất,397.613.050,475.626.200,,397613050.0,475626200.0
Công ty Hải Phát Land,Công ty Hải Phát Land,Công ty Hải Phát Land,Phải trả phí dịch vụ môi giới,1.616.755.280,1.616.755.280,,1616755280.0,1616755280.0
Công ty IWG,Công ty IWG,Công ty IWG,Phải trả phí dịch vụ tư vấn,-,121.000.000,,,121000000.0
Công ty TOPAZ,Công ty TOPAZ,Công ty TOPAZ,Phải trả phí dịch vụ tư vấn,1.167.185.774,5.452.291.529,,1167185774.0,5452291529.0
Công ty DIAMOND IC,Công ty DIAMOND IC,Công ty DIAMOND IC,Phải trả phí dịch vụ tư vấn,6.038.869.015,1.896.089.793,,6038869015.0,1896089793.0
Công ty Phúc Thành,Công ty Phúc Thành,Công ty Phúc Thành,Phải trả tiền xây lắp,2.850.988.212,,,2850988212.0,
Công ty Địa Óc Hải Phát,Công ty Địa Óc Hải Phát,Công ty Địa Óc Hải Phát,Phải trả phí dịch vụ môi giới,743.330.550,-,,743330550.0,
3. Phải thu khác,3. Phải thu khác,3. Phải thu khác,,757.301.007.285,691.091.689.634,,757301007285.0,691091689634.0
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,9.301.007.285,144.091.689.634,,9301007285.0,144091689634.0
Công ty Hải Phát Land,Công ty Hải Phát Land,Công ty Hải Phát Land,Phải thu theo biên bản thỏa thuận hợp tác,-,144.091.689.634,,,144091689634.0
Công ty Hải Phát Land,Công ty Hải Phát Land,Công ty Hải Phát Land,Cổ tức phải thu,9.301.007.285,-,,9301007285.0,
b. Dải hạn,b. Dải hạn,b. Dải hạn,,748.000.000.000,547.000.000.000,,748000000000.0,547000000000.0
Công ty Hải Phát Land,Công ty Hải Phát Land,Công ty Hải Phát Land,Phải thu theo biên bản thỏa thuận hợp tác,551.000.000.000,350.000.000.000,,551000000000.0,350000000000.0
Công ty Cienco 5,Công ty Cienco 5,Công ty Cienco 5,Phải thu theo biên bản thỏa thuận hợp tác,197.000.000.000,197.000.000.000,,197000000000.0,197000000000.0
4. Phải trả khác,4. Phải trả khác,4. Phải trả khác,,946.737.901.154,875.226.683.118,,946737901154.0,875226683118.0
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,830.567.628.972,273.742.714.499,,830567628972.0,273742714499.0
Công ty HPH Nha Trang,Công ty HPH Nha Trang,Công ty HPH Nha Trang,Phải trả tiền quản lý tập trung,12.123.391.227,11.880.327.654,,12123391227.0,11880327654.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phải trả tiền quản lý tập trung,309.151.807.432,9.400.000.000,,309151807432.0,9400000000.0
Công ty Hải Phát-Bình Thuận,Công ty Hải Phát-Bình Thuận,Công ty Hải Phát-Bình Thuận,Phải trả tiền quản lý tập trung,383.104.932.578,9.000.865.611,,383104932578.0,9000865611.0
Công ty Hải Phát Land,Công ty Hải Phát Land,Công ty Hải Phát Land,Phải trả tiền quản lý tập trung,64.141.711.123,61.478.116.123,,64141711123.0,61478116123.0
Công ty Ruby,Công ty Ruby,Công ty Ruby,Phải trả tiền quản lý tập trung,17.094.533.178,166.966.351.796,,17094533178.0,166966351796.0
Công ty Heritage,Công ty Heritage,Công ty Heritage,Phải trả tiền quản lý tập trung,8.820.000.000,-,,8820000000.0,
Công ty Sapphire,Công ty Sapphire,Công ty Sapphire,Phải trả tiền quản lý tập trung,28.117.044.273,1.771.978.926,,28117044273.0,1771978926.0
Công ty TOPAZ PM,Công ty TOPAZ PM,Công ty TOPAZ PM,Phải trả tiền quản lý tập trung,7.122.920.840,8.153.309.588,,7122920840.0,8153309588.0
Công ty DIAMOND IC,Công ty DIAMOND IC,Công ty DIAMOND IC,Phải trả tiền quản lý tập trung,861.288.321,5.091.764.801,,861288321.0,5091764801.0
Công ty PSP,Công ty PSP,Công ty PSP,Đặt cọc tiền quản lý vận hành,30.000.000,-,,30000000.0,
b. Dài hạn,b. Dài hạn,b. Dài hạn,,116.170.272.182,601.483.968.619,,116170272182.0,601483968619.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phải trả theo thỏa thuận HTĐT,116.170.272.182,88.883.011.327,,116170272182.0,88883011327.0
Công ty Hải Phát - Bình Thuận,Công ty Hải Phát - Bình Thuận,Công ty Hải Phát - Bình Thuận,Phải trả theo thỏa thuận HTĐT,-,272.850.957.292,,,272850957292.0
Công ty Heritage,Công ty Heritage,Công ty Heritage,Phải trả theo thỏa thuận HTĐT,-,239.750.000.000,,,239750000000.0
5. Vay ngắn hạn,5. Vay ngắn hạn,5. Vay ngắn hạn,,-,20.000.000.000,,,20000000000.0
Trần Quốc Tấn,Trần Quốc Tấn,Trần Quốc Tấn,Mua trái phiếu,-,20.000.000.000,,,20000000000.0
