row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm 2023 VND,Năm 2022 VND,numeric__Nội dung nghiệp vụ,numeric__Năm 2023 VND,numeric__Năm 2022 VND
Công ty TOPAZ,Công ty TOPAZ,Công ty TOPAZ,"Chuyển trả, bù trừ tiền quản lý vốn tập trung",6.816.993.098,-,,6816993098.0,
Công ty TOPAZ,Công ty TOPAZ,Công ty TOPAZ,Nhận tiền theo thỏa thuận quản lý vốn tập trung,2.630.000.000,2.200.000.000,,2630000000.0,2200000000.0
Công ty TOPAZ,Công ty TOPAZ,Công ty TOPAZ,Phải trả chi phí tư vấn,3.168.080.744,8.025.870.726,,3168080744.0,8025870726.0
Công ty TOPAZ,Công ty TOPAZ,Công ty TOPAZ,Phải trả lãi từ dòng tiền quản lý vốn tập trung,55.297.814,77.596.272,,55297814.0,77596272.0
Công ty TOPAZ,Công ty TOPAZ,Công ty TOPAZ,"Doanh thu tiền điện, nước",26.370.960,18.843.602,,26370960.0,18843602.0
Công ty TOPAZ,Công ty TOPAZ,Công ty TOPAZ,Tiền lợi nhuận được chia,4.167.401.379,-,,4167401379.0,
Công ty DIAMOND IC,Công ty DIAMOND IC,Công ty DIAMOND IC,"Chuyển trả, bù trừ tiền quản lý vốn tập trung",2.049.189.810,-,,2049189810.0,
Công ty DIAMOND IC,Công ty DIAMOND IC,Công ty DIAMOND IC,Nhận tiền theo thỏa thuận quản lý vốn tập trung,1.355.000.000,-,,1355000000.0,
Công ty DIAMOND IC,Công ty DIAMOND IC,Công ty DIAMOND IC,Phải trả lãi từ dòng tiền quản lý vốn tập trung,5.309.331,29.932.220,,5309331.0,29932220.0
Công ty DIAMOND IC,Công ty DIAMOND IC,Công ty DIAMOND IC,Phải trả phí dịch vụ tư vấn,-,7.110.102.294,,,7110102294.0
Công ty BT Hà Đông,Công ty BT Hà Đông,Công ty BT Hà Đông,Chuyển tiền góp vốn,-,1.383.900.000,,,1383900000.0
Công ty ANTV,Công ty ANTV,Công ty ANTV,Phí dịch vụ bảo vệ,169.096.000,201.480.000,,169096000.0,201480000.0
Công ty Cienco 5,Công ty Cienco 5,Công ty Cienco 5,Nhận lại tiền HTĐT,30.000.000.000,-,,30000000000.0,
Công ty Phúc Thành,Công ty Phúc Thành,Công ty Phúc Thành,Mua bê tông thương phẩm,2.412.072.350,11.851.851.500,,2412072350.0,11851851500.0
