row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Hà Thuận Hùng,Hà Thuận Hùng,Hà Thuận Hùng,Doanh thu dịch vụ môi giới,15.162.686.034,9.040.793.089,,15162686034.0,9040793089.0
Hà Thuận Hùng,Hà Thuận Hùng,Hà Thuận Hùng,Ký quỹ thực hiện dịch vụ,-,31.114.000.000,,,31114000000.0
Ông Phạm Văn Viên,Ông Phạm Văn Viên,Ông Phạm Văn Viên,Tạm ứng,11.545.000.000,3.188.000.000,,11545000000.0,3188000000.0
Vicco,Vicco,Vicco,Chi phí thuê văn phòng,2.836.070.280,3.824.047.885,,2836070280.0,3824047885.0
FBV (đến ngày 28 tháng 12 năm 2023),FBV (đến ngày 28 tháng 12 năm 2023),FBV (đến ngày 28 tháng 12 năm 2023),Dịch vụ xây dựng,-,63.841.036.474,,,63841036474.0
FBV (đến ngày 28 tháng 12 năm 2023),FBV (đến ngày 28 tháng 12 năm 2023),FBV (đến ngày 28 tháng 12 năm 2023),"Doanh thu từ bán căn hộ, nhà phố và đất nền",-,25.723.139.492,,,25723139492.0
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,Nhận góp vốn,-,39.800.000.000,,,39800000000.0
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,Chia cổ tức,-,1.642.200.000,,,1642200000.0
Hội An,Hội An,Hội An,Ký quỹ thực hiện dịch vụ,-,38.150.000.000,,,38150000000.0
DXG,DXG,DXG,Chi phí phân chia doanh thu từ hoạt động HTKD,-,13.901.106.227,,,13901106227.0
DXG,DXG,DXG,Doanh thu từ dịch vụ phần mềm,-,5.129.774.321,,,5129774321.0
Charm & Cl,Charm & Cl,Charm & Cl,Ký quỹ thực hiện dịch vụ,-,12.617.742.467,,,12617742467.0
