row_label_raw,row_label_full,a) Ngắn hạn,362.280.763.909,337.983.074.317,numeric__362.280.763.909,numeric__337.983.074.317
+ Công ty TNHH VẠN ĐẠT,+ Công ty TNHH VẠN ĐẠT,+ Công ty TNHH VẠN ĐẠT,,1.035.725.000,,1035725000.0
+ NMCBDC - Hội trường & phòng làm việc,+ NMCBDC - Hội trường & phòng làm việc,+ NMCBDC - Hội trường & phòng làm việc,,3.150.000.000,,3150000000.0
+ Nhà và Đất 659/33 THĐ (đất Ong Đoàn Hòa),+ Nhà và Đất 659/33 THĐ (đất Ong Đoàn Hòa),+ Nhà và Đất 659/33 THĐ (đất Ong Đoàn Hòa),,8.800.000.000,,8800000000.0
+ Công ty IDI - Cá NL (NC),+ Công ty IDI - Cá NL (NC),+ Công ty IDI - Cá NL (NC),1.523.316.675,9.365.029.600,1523316675.0,9365029600.0
+ Công ty TNHH MTV XD TM Sông Đà (Đất Trại Gà),+ Công ty TNHH MTV XD TM Sông Đà (Đất Trại Gà),+ Công ty TNHH MTV XD TM Sông Đà (Đất Trại Gà),,10.000.000.000,,10000000000.0
+ NMCBDC - Móng & khung thép bồn chứa Dầu,+ NMCBDC - Móng & khung thép bồn chứa Dầu,+ NMCBDC - Móng & khung thép bồn chứa Dầu,222.175.697,4.121.175.697,222175697.0,4121175697.0
+ Công ty CP SATRA Thái Sơn,+ Công ty CP SATRA Thái Sơn,+ Công ty CP SATRA Thái Sơn,6.974.620.468,6.974.620.468,6974620468.0,6974620468.0
+ Khu Cư Xá Ngân Hàng - Cao Lãnh,+ Khu Cư Xá Ngân Hàng - Cao Lãnh,+ Khu Cư Xá Ngân Hàng - Cao Lãnh,671.450.000,671.450.000,671450000.0,671450000.0
+ Khu dân cư Huyện Tri Tôn,+ Khu dân cư Huyện Tri Tôn,+ Khu dân cư Huyện Tri Tôn,30.896.208.001,8.961.635.001,30896208001.0,8961635001.0
+ Khu dân cư Hội An - Chợ Mới,+ Khu dân cư Hội An - Chợ Mới,+ Khu dân cư Hội An - Chợ Mới,14.574.072.030,10.079.788.720,14574072030.0,10079788720.0
+ Khu dân cư Cái Dầu - Châu Phú,+ Khu dân cư Cái Dầu - Châu Phú,+ Khu dân cư Cái Dầu - Châu Phú,14.436.042.075,12.637.589.100,14436042075.0,12637589100.0
+ Khu dân cư Tân Hiệp - Kiên Giang,+ Khu dân cư Tân Hiệp - Kiên Giang,+ Khu dân cư Tân Hiệp - Kiên Giang,20.859.692.000,14.634.590.000,20859692000.0,14634590000.0
+ Khu dân cư Xuân Biên - Tịnh Biên,+ Khu dân cư Xuân Biên - Tịnh Biên,+ Khu dân cư Xuân Biên - Tịnh Biên,37.899.724.006,20.029.792.700,37899724006.0,20029792700.0
+ Khu Dân Cur Phường 7 - TX Bến Tre,+ Khu Dân Cur Phường 7 - TX Bến Tre,+ Khu Dân Cur Phường 7 - TX Bến Tre,9.395.922.400,23.139.910.798,9395922400.0,23139910798.0
+ Khu dân cư Bình Khánh 5 (năm),+ Khu dân cư Bình Khánh 5 (năm),+ Khu dân cư Bình Khánh 5 (năm),77.354.121.000,26.256.761.500,77354121000.0,26256761500.0
+ Khu DC-TM-DV Bến Xe Châu Đốc,+ Khu DC-TM-DV Bến Xe Châu Đốc,+ Khu DC-TM-DV Bến Xe Châu Đốc,23.853.041.000,26.784.801.000,23853041000.0,26784801000.0
+ Khu dân cư Bình Khánh 3 (ba),+ Khu dân cư Bình Khánh 3 (ba),+ Khu dân cư Bình Khánh 3 (ba),91.623.671.233,116.002.229.513,91623671233.0,116002229513.0
"+ CN Lắp Vò ( Cty Hao Wei Yuan Co., LTD - Trung Quốc)","+ CN Lắp Vò ( Cty Hao Wei Yuan Co., LTD - Trung Quốc)","+ CN Lắp Vò ( Cty Hao Wei Yuan Co., LTD - Trung Quốc)",2.492.200.233,33.477.210.868,2492200233.0,33477210868.0
+ Tư gia Bà Thanh Tâm (Lê Triệu Kiết),+ Tư gia Bà Thanh Tâm (Lê Triệu Kiết),+ Tư gia Bà Thanh Tâm (Lê Triệu Kiết),6.406.537.000,,6406537000.0,
+ Công ty TAI YAT DISTRIBUTION,+ Công ty TAI YAT DISTRIBUTION,+ Công ty TAI YAT DISTRIBUTION,710.878.080,,710878080.0,
+ Đối tượng khác,+ Đối tượng khác,+ Đối tượng khác,22.387.092.011,1.860.764.352,22387092011.0,1860764352.0
