row_label_raw,row_label_full,col_0,31/12/2020 > Giá gốc,31/12/2020 > Giá trị có thể thu hồi,01/01/2020 > Giá gốc,01/01/2020 > Giá trị có thể thu hồi,numeric__31/12/2020 > Giá gốc,numeric__31/12/2020 > Giá trị có thể thu hồi,numeric__01/01/2020 > Giá gốc,numeric__01/01/2020 > Giá trị có thể thu hồi
,,,VND,VND,VND,VND,,,,
"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi",,,,
+ Công ty Cổ phần Đầu tưBảo Việt,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần Đầu tưBảo Việt",+ Công ty Cổ phần Đầu tưBảo Việt,45.898.815,-,45.898.815,-,45898815.0,,45898815.0,
+ Công ty Cổ phần XNKTổng hợp Hà Nội,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần XNKTổng hợp Hà Nội",+ Công ty Cổ phần XNKTổng hợp Hà Nội,39.683.691,-,39.683.691,-,39683691.0,,39683691.0,
+ Công ty Cổ phần Tid,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần Tid",+ Công ty Cổ phần Tid,343.870.941,-,343.870.941,-,343870941.0,,343870941.0,
+ Công ty TNHH Đầu tư vàPhát triển Tây Hồ,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty TNHH Đầu tư vàPhát triển Tây Hồ",+ Công ty TNHH Đầu tư vàPhát triển Tây Hồ,106.244.294,-,106.244.294,-,106244294.0,,106244294.0,
+ Công ty Cổ phần Bất ĐộngSản Thăng Long,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty Cổ phần Bất ĐộngSản Thăng Long",+ Công ty Cổ phần Bất ĐộngSản Thăng Long,60.615.000,-,60.615.000,-,60615000.0,,60615000.0,
+ Công ty TNHH Giải phápvà Công nghệ An Thịnh,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty TNHH Giải phápvà Công nghệ An Thịnh",+ Công ty TNHH Giải phápvà Công nghệ An Thịnh,384.300.000,-,384.300.000,-,384300000.0,,384300000.0,
+ Công ty TNHH Địa Ốc GiaPhú,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồi > + Công ty TNHH Địa Ốc GiaPhú",+ Công ty TNHH Địa Ốc GiaPhú,5.391.000.324,-,5.391.000.324,-,5391000324.0,,5391000324.0,
,,,6.371.613.065,-,6.371.613.065,-,6371613065.0,,6371613065.0,
