row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
,,,,VND,VND,,,
Phải trả ngắn hạn khác (Thuyết minh số 23),Phải trả ngắn hạn khác (Thuyết minh số 23),Phải trả ngắn hạn khác (Thuyết minh số 23),,207.540.000,73.201.910.678,,207540000.0,73201910678.0
Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Phải trả khác,200.000.000,200.000.000,,200000000.0,200000000.0
Công ty TNHH Kinh doanh Thương mại và Dịch vụ Sunshine Mart,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Sunshine Mart,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Sunshine Mart,Phải trả khác,7.540.000,580.000,,7540000.0,580000.0
Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Phải trả khác,-,6.006.765,,,6006765.0
Công ty TNHH Kinh doanh Dịch vụ Tài Phát,Công ty TNHH Kinh doanh Dịch vụ Tài Phát,Công ty TNHH Kinh doanh Dịch vụ Tài Phát,Phải trả tiền hợp đồng hợp tác đầu tư,Không còn là bên liên quan,38.557.053.917,,,38557053917.0
Công ty Cổ phần KSInvest,Công ty Cổ phần KSInvest,Công ty Cổ phần KSInvest,Chi phí lãi vay phải trả,Không còn là bên liên quan,15.255.057.535,,,15255057535.0
Ông Bùi Văn Tư,Ông Bùi Văn Tư,Ông Bùi Văn Tư,Phải trả về chuyển nhượng cổ phần và thanh lý bất động sản,Không còn là bên liên quan,6.928.779.063,,,6928779063.0
Công ty Cổ phần Bất động sản Kinh Bắc,Công ty Cổ phần Bất động sản Kinh Bắc,Công ty Cổ phần Bất động sản Kinh Bắc,Phải trả về thanh lý hợp đồng chuyển nhượng bất động sản,Không còn là bên liên quan,6.209.016.369,,,6209016369.0
Công ty TNHH Đầu tư và Kinh doanh BDS Đại Phát Lộc,Công ty TNHH Đầu tư và Kinh doanh BDS Đại Phát Lộc,Công ty TNHH Đầu tư và Kinh doanh BDS Đại Phát Lộc,Phải trả về thanh lý hợp đồng chuyển nhượng bất động sản và chi phí lãi vay,Không còn là bên liên quan,6.042.615.209,,,6042615209.0
Công ty Cổ phần Đầu tư KSFinance,Công ty Cổ phần Đầu tư KSFinance,Công ty Cổ phần Đầu tư KSFinance,Phải trả khác,Không còn là bên liên quan,2.801.820,,,2801820.0
Phải trả dài hạn khác (Thuyết minh số 23),Phải trả dài hạn khác (Thuyết minh số 23),Phải trả dài hạn khác (Thuyết minh số 23),,-,515.544.476.713,,,515544476713.0
Công ty Cổ phần Marina 3,Công ty Cổ phần Marina 3,Công ty Cổ phần Marina 3,Phải trả tiền hợp đồng hợp tác đầu tư,-,515.544.476.713,,,515544476713.0
Vay ngắn hạn (Thuyết minh số 24),Vay ngắn hạn (Thuyết minh số 24),Vay ngắn hạn (Thuyết minh số 24),,-,3.281.000.000,,,3281000000.0
Công ty TNHH Đầu tư và Kinh doanh BDS Đại Phát Lộc,Công ty TNHH Đầu tư và Kinh doanh BDS Đại Phát Lộc,Công ty TNHH Đầu tư và Kinh doanh BDS Đại Phát Lộc,Vay ngắn hạn,Không còn là bên liên quan,3.281.000.000,,,3281000000.0
Vay dài hạn (Thuyết minh số 24),Vay dài hạn (Thuyết minh số 24),Vay dài hạn (Thuyết minh số 24),,-,220.900.000.000,,,220900000000.0
Công ty Cổ phần KSInvest,Công ty Cổ phần KSInvest,Công ty Cổ phần KSInvest,Vay dài hạn,Không còn là bên liên quan,220.900.000.000,,,220900000000.0
