row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Nhận ký quỹ,5.000.000.000,,,5000000000.0,
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Cung cấp dịch vụ môi giới,3.110.999.107,38.771.853,,3110999107.0,38771853.0
Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Đất Xanh Miền Bắc,Phí dịch vụ môi giới,283.886.572,240.927.172,,283886572.0,240927172.0
LinkGroup,LinkGroup,LinkGroup,Lãi cho vay,4.607.773.968,173.178.082,,4607773968.0,173178082.0
LinkGroup,LinkGroup,LinkGroup,Cung cấp dịch vụ môi giới,1.389.479.200,-,,1389479200.0,
LinkGroup,LinkGroup,LinkGroup,Hoàn ký quỹ,700.000.000,-,,700000000.0,
LinkGroup,LinkGroup,LinkGroup,Phí dịch vụ môi giới,674.741.144,1.753.055.901,,674741144.0,1753055901.0
LinkGroup,LinkGroup,LinkGroup,Thu nhập khác,150.000.000,-,,150000000.0,
LinkGroup,LinkGroup,LinkGroup,Cho vay,-,64.500.000.000,,,64500000000.0
LinkGroup,LinkGroup,LinkGroup,Cổ tức,-,2.124.137.961,,,2124137961.0
Ihouzz,Ihouzz,Ihouzz,Phí môi giới,4.105.239.199,-,,4105239199.0,
Ihouzz,Ihouzz,Ihouzz,Cung cấp dịch vụ môi giới,773.063.291,301.778.218,,773063291.0,301778218.0
Ihouzz,Ihouzz,Ihouzz,Nhận Ký quỹ,500.000.000,-,,500000000.0,
Ihouzz,Ihouzz,Ihouzz,Doanh thu cho thuê văn phòng,30.000.000,-,,30000000.0,
Ihouzz,Ihouzz,Ihouzz,Chi phí HĐHTKD,-,2.000.000.000,,,2000000000.0
Vicco Saigon,Vicco Saigon,Vicco Saigon,Phí thuê văn phòng,4.085.279.010,2.566.070.280,,4085279010.0,2566070280.0
GPT,GPT,GPT,Nhận Ký quỹ,2.119.000.000,-,,2119000000.0,
GPT,GPT,GPT,Phí dịch vụ môi giới,708.349.249,1.108.588.097,,708349249.0,1108588097.0
GPT,GPT,GPT,Hoàn ký quỹ,650.000.000,300.000.000,,650000000.0,300000000.0
GPT,GPT,GPT,Cung cấp dịch vụ môi giới,527.490.393,142.645.102,,527490393.0,142645102.0
Đất Xanh Commercial,Đất Xanh Commercial,Đất Xanh Commercial,Cung cấp dịch vụ môi giới,289.571.757,675.716.744,,289571757.0,675716744.0
Tulip,Tulip,Tulip,Góp vốn,249.000.000,-,,249000000.0,
Ông Trần Quốc Thịnh,Ông Trần Quốc Thịnh,Ông Trần Quốc Thịnh,Phí thuê xe,122.440.000,-,,122440000.0,
BĐS Indochine,BĐS Indochine,BĐS Indochine,Cung cấp dịch vụ môi giới,-,506.937.105,,,506937105.0
Propcom,Propcom,Propcom,Phí dịch vụ môi giới,-,105.336.378,,,105336378.0
