row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu ngắn hạn khác (TM số 8) (tiếp theo),Phải thu ngắn hạn khác (TM số 8) (tiếp theo),Phải thu ngắn hạn khác (TM số 8) (tiếp theo),Phải thu ngắn hạn khác (TM số 8) (tiếp theo),Phải thu ngắn hạn khác (TM số 8) (tiếp theo),Phải thu ngắn hạn khác (TM số 8) (tiếp theo),Phải thu ngắn hạn khác (TM số 8) (tiếp theo),,,,
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty con,Lãi cho vay,250.870.126,54.759.771,,,250870126.0,54759771.0
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,,Chi trả hộ,14.387.260,1.457.388,,,14387260.0,1457388.0
Công ty Cổ phần Bỏ sữa Tây Nguyên,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Bỏ sữa Tây Nguyên,Công ty Cổ phần Bỏ sữa Tây Nguyên,Công ty con,Lãi cho vay,60.549.461,22.144.060,,,60549461.0,22144060.0
Công ty Cổ phần Bỏ sữa Tây Nguyên,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Bỏ sữa Tây Nguyên,Công ty Cổ phần Bỏ sữa Tây Nguyên,,Khác,1.506.409,29.400,,,1506409.0,29400.0
Công ty Cổ phần Chăn nuôi Gia Lai,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan,Lãi cho vay,35.315.530,33.198.400,,,35315530.0,33198400.0
Công ty Cổ phần Chăn nuôi Gia Lai,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,,Khác,-,84.138,,,,84138.0
Công ty TNHH Điện Hoàng Anh Attapeu,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty TNHH Điện Hoàng Anh Attapeu,Công ty TNHH Điện Hoàng Anh Attapeu,Công ty con,Chi trả hộ,32.725.035,61.296.637,,,32725035.0,61296637.0
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty liên quan,Lãi cho vay,14.452.574,-,,,14452574.0,
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,,Chi trả hộ,2.530.531,-,,,2530531.0,
Công ty Cổ phần Hoàng Anh Mê Kông,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Hoàng Anh Mê Kông,Công ty Cổ phần Hoàng Anh Mê Kông,Công ty liên quan,Chi trả hộ,12.624.059,-,,,12624059.0,
Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Công ty TNHH Thương mại và Dịch vụ Minh Tuấn,Công ty liên quan,Lãi cho vay,10.406.208,2.492.768,,,10406208.0,2492768.0
Công ty TNHH MTV Hoàng Anh Lumphat,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty TNHH MTV Hoàng Anh Lumphat,Công ty TNHH MTV Hoàng Anh Lumphat,Công ty con,Chi trả hộ,4.250.891,-,,,4250891.0,
Công ty Cổ phần Cao su Trung Nguyên,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Lãi cho vay,3.833.715,11.560.694,,,3833715.0,11560694.0
Công ty TNHH Hoàng Anh Oyadav,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty TNHH Hoàng Anh Oyadav,Công ty TNHH Hoàng Anh Oyadav,Công ty con,Chi trả hộ,2.754.469,-,,,2754469.0,
Công ty TNHH Daun Penh Agrico,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty TNHH Daun Penh Agrico,Công ty TNHH Daun Penh Agrico,Công ty con,Chi trả hộ,2.730.178,-,,,2730178.0,
Công ty Cổ phần Xây Dương Huynh Độ,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Xây Dương Huynh Độ,Công ty Cổ phần Xây Dương Huynh Độ,Công ty liên quan,Lãi cho vay,2.728.820,-,,,2728820.0,
Bà Hồ Thị Kim Chi,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Phó Tổng giám đốc,Tạm ứng,304.000,-,,,304000.0,
Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Bên liên quan,Chi trả hộ,23.465.186,-,,,23465186.0,
Công ty TNHH Mía đường Hoàng Anh Attapeu,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty TNHH Mía đường Hoàng Anh Attapeu,Công ty TNHH Mía đường Hoàng Anh Attapeu,Công ty con,Chi trả hộ,-,219.889.219,,,,219889219.0
Công ty Cổ phần An Đông Mia,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần An Đông Mia,Công ty Cổ phần An Đông Mia,Công ty con,Lãi cho vay,-,4.087.500,,,,4087500.0
Công ty Cổ phần Phú Hoàng Anh,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Phú Hoàng Anh,Công ty liên quan,Lãi cho vay,143.698.819,113.229.375,,,143698819.0,113229375.0
Công ty Cổ phần Phú Hoàng Anh,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Phú Hoàng Anh,Công ty Cổ phần Phú Hoàng Anh,,Chi trả hộ,2.440.389,2.440.389,,,2440389.0,2440389.0
Ông Phan Thanh Thủ,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Ông Phan Thanh Thủ,Ông Phan Thanh Thủ,Thành viên HĐQT,Tạm ứng,1.600.000,1.600.000,,,1600000.0,1600000.0
Công ty TNHH An Tiến,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty TNHH An Tiến,Công ty TNHH An Tiến,Công ty liên quan,Lãi cho vay,17.652.375,-,,,17652375.0,
Công ty TNHH An Tiến,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty TNHH An Tiến,Công ty TNHH An Tiến,,Chi trả hộ,406.274,-,,,406274.0,
Công ty TNHH MTV Đại Lộc Hưng Thịnh,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty TNHH MTV Đại Lộc Hưng Thịnh,Công ty TNHH MTV Đại Lộc Hưng Thịnh,Công ty liên quan,Lãi cho vay,13.122.719,-,,,13122719.0,
Các công ty khác,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Các công ty khác,Các công ty khác,Bên liên quan,Các khoản khác,557.199,1.854.360,,,557199.0,1854360.0
TỔNG CỘNG,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.020.915.105,1.486.032.221,,,2020915105.0,1486032221.0
