row_label_raw,row_label_full,col_0,col_1,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__col_1,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
b),b),b),Bên khác,,,,,,,,,
b),b) > b),b),Công ty CPCapella Group,8.758.096.897,-,-,-,,8758096897.0,,,
b),b) > b),b),Các khách hàngkhác,10.309.310.985,-,482.760.618.603,-,,10309310985.0,,482760618603.0,
b),b) > b),b),,19.067.407.882,-,482.760.618.603,-,,19067407882.0,,482760618603.0,
b),b),b),Dài hạn,,,,,,,,,
b.1),b.1),b.1),Chi tiết theo nội dung,,,,,,,,,
b.1),b.1) > b.1),b.1),Đặt cọc,491.346.810,-,266.978.880,-,,491346810.0,,266978880.0,
b.1),b.1) > b.1),b.1),Vốn góp hợpđồng hợp tác đàutư,-,-,1.250.000.000,-,,,,1250000000.0,
b.1),b.1) > b.1),b.1),,491.346.810,-,1.516.978.880,-,,491346810.0,,1516978880.0,
b.2),b.2),b.2),Chi tiết theo đối tượng,,,,,,,,,
b.2),b.2) > b.2),b.2),Bên liên quanÔng Trần ViệtAnh,-,-,1.250.000.000,-,,,,1250000000.0,
b.2),b.2) > b.2),b.2),,-,-,1.250.000.000,-,,,,1250000000.0,
b.2),b.2),b.2),Bên khác,,,,,,,,,
b.2),b.2) > b.2),b.2),Các khách hàngkhác,491.346.810,-,266.978.880,-,,491346810.0,,266978880.0,
b.2),b.2) > b.2),b.2),,491.346.810,-,266.978.880,-,,491346810.0,,266978880.0,
