row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,,
Siba Tech,Trả trước cho người bán ngắn hạn > Siba Tech,Siba Tech,Trả trước tiền mua hàng hóa,6.672.053.139,15.328.410.573,,6672053139.0,15328410573.0
Solacons,Trả trước cho người bán ngắn hạn > Solacons,Solacons,Trả trước tiền mua hàng hóa,-,229.090.909,,,229090909.0
Chăn nuôi Kim Hội,Trả trước cho người bán ngắn hạn > Chăn nuôi Kim Hội,Chăn nuôi Kim Hội,Tạm ứng thuê trại,-,50.000.000,,,50000000.0
Đông An Khánh,Trả trước cho người bán ngắn hạn > Đông An Khánh,Đông An Khánh,Trả trước tiền mua hàng hóa,-,3.884.750,,,3884750.0
TỔNG CỘNG,Trả trước cho người bán ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,,6.672.053.139,15.611.386.232,,6672053139.0,15611386232.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,
BAF Myanmar,Phải thu ngắn hạn khác > BAF Myanmar,BAF Myanmar,Phải thu từ đầu tư vào công ty liên doanh,21.439.391.751,19.640.362.522,,21439391751.0,19640362522.0
Trang Trại Xanh 1,Phải thu ngắn hạn khác > Trang Trại Xanh 1,Trang Trại Xanh 1,Lãi cho vayCổ tức,20.101.497.077,10.355.748.494,,20101497077.0,10355748494.0
Trang Trại Xanh 1,Phải thu ngắn hạn khác > Trang Trại Xanh 1,Trang Trại Xanh 1,Lãi cho vayCổ tức,-,19.600.000.000,,,19600000000.0
Anh Vũ Phú Yên,Phải thu ngắn hạn khác > Anh Vũ Phú Yên,Anh Vũ Phú Yên,Lãi cho vayCổ tức,14.226.244.201,9.596.692.604,,14226244201.0,9596692604.0
Anh Vũ Phú Yên,Phải thu ngắn hạn khác > Anh Vũ Phú Yên,Anh Vũ Phú Yên,Lãi cho vayCổ tức,-,30.000.000.000,,,30000000000.0
Trang Trại Xanh 2,Phải thu ngắn hạn khác > Trang Trại Xanh 2,Trang Trại Xanh 2,Lãi cho vay,8.690.165.156,1.901.123.346,,8690165156.0,1901123346.0
Chăn nuôi Bảo Ngọc,Phải thu ngắn hạn khác > Chăn nuôi Bảo Ngọc,Chăn nuôi Bảo Ngọc,Lãi cho vay,6.397.771.096,4.540.512.362,,6397771096.0,4540512362.0
Chăn nuôi Minh Thành,Phải thu ngắn hạn khác > Chăn nuôi Minh Thành,Chăn nuôi Minh Thành,Lãi cho vayCổ tức,5.783.642.528,3.431.877.596,,5783642528.0,3431877596.0
Chăn nuôi Minh Thành,Phải thu ngắn hạn khác > Chăn nuôi Minh Thành,Chăn nuôi Minh Thành,Lãi cho vayCổ tức,-,29.400.000.000,,,29400000000.0
Chăn nuôi Minh Thành,Phải thu ngắn hạn khác > Chăn nuôi Minh Thành,Chăn nuôi Minh Thành,Chi hộ,-,1.778.325.001,,,1778325001.0
Đông An Khánh,Phải thu ngắn hạn khác > Đông An Khánh,Đông An Khánh,Lãi cho vay,4.759.765.205,3.128.528.562,,4759765205.0,3128528562.0
Tân Châu,Phải thu ngắn hạn khác > Tân Châu,Tân Châu,Lãi cho vay,4.297.040.277,678.861.918,,4297040277.0,678861918.0
Hải Đăng Tây Ninh,Phải thu ngắn hạn khác > Hải Đăng Tây Ninh,Hải Đăng Tây Ninh,Lãi cho vay,4.240.338.655,-,,4240338655.0,
Nam An Khánh,Phải thu ngắn hạn khác > Nam An Khánh,Nam An Khánh,Lãi cho vay,3.444.150.878,436.395.616,,3444150878.0,436395616.0
Logistic BAF,Phải thu ngắn hạn khác > Logistic BAF,Logistic BAF,Lãi cho vay,1.048.828.980,-,,1048828980.0,
Bắc An Khánh,Phải thu ngắn hạn khác > Bắc An Khánh,Bắc An Khánh,Lãi cho vay,1.024.942.095,742.271.508,,1024942095.0,742271508.0
Tâm Hưng,Phải thu ngắn hạn khác > Tâm Hưng,Tâm Hưng,Lãi cho vay,334.617.272,229.150.684,,334617272.0,229150684.0
Tây An Khánh,Phải thu ngắn hạn khác > Tây An Khánh,Tây An Khánh,Lãi cho vay,352.438.357,-,,352438357.0,
BAF Tây Ninh,Phải thu ngắn hạn khác > BAF Tây Ninh,BAF Tây Ninh,Lãi cho vayCổ tức,177.534.247,-,,177534247.0,
BAF Tây Ninh,Phải thu ngắn hạn khác > BAF Tây Ninh,BAF Tây Ninh,Lãi cho vayCổ tức,-,19.800.000.000,,,19800000000.0
Chế biến Thực phẩm BAF Tây Ninh,Phải thu ngắn hạn khác > Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Khác,45.000.000,35.000.000,,45000000.0,35000000.0
TỔNG CỘNG,Phải thu ngắn hạn khác > TỔNG CỘNG,TỔNG CỘNG,,96.363.367.775,155.294.850.213,,96363367775.0,155294850213.0
