row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,,,
Chăn nuôi Kim Hợi,Phải thu dài hạn khác > Chăn nuôi Kim Hợi,Chăn nuôi Kim Hợi,Đặt cọc,11.280.000.000,11.280.000.000,,11280000000.0,11280000000.0
Chăn nuôi Bảo Ngọc,Phải thu dài hạn khác > Chăn nuôi Bảo Ngọc,Chăn nuôi Bảo Ngọc,Đặt cọc,2.800.000.000,2.800.000.000,,2800000000.0,2800000000.0
TỔNG CỘNG,Phải thu dài hạn khác > TỔNG CỘNG,TỔNG CỘNG,,14.080.000.000,14.080.000.000,,14080000000.0,14080000000.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,,,
BAF Tây Ninh,Phải trả người bán ngắn hạn > BAF Tây Ninh,BAF Tây Ninh,Mua hàng,270.724.694.586,81.060.332.286,,270724694586.0,81060332286.0
Bắc An Khánh,Phải trả người bán ngắn hạn > Bắc An Khánh,Bắc An Khánh,Mua hàng,192.770.936.860,162.150.000,,192770936860.0,162150000.0
Chăn nuôi Minh Thành,Phải trả người bán ngắn hạn > Chăn nuôi Minh Thành,Chăn nuôi Minh Thành,Mua hàng,152.103.271.013,17.959.711.544,,152103271013.0,17959711544.0
Trang Trại Xanh 2,Phải trả người bán ngắn hạn > Trang Trại Xanh 2,Trang Trại Xanh 2,Mua hàng,58.469.768.410,-,,58469768410.0,
Nam An Khánh,Phải trả người bán ngắn hạn > Nam An Khánh,Nam An Khánh,Mua hàng,56.987.048.310,-,,56987048310.0,
Siba Food Việt Nam,Phải trả người bán ngắn hạn > Siba Food Việt Nam,Siba Food Việt Nam,Mua hàng,29.479.651.208,4.486.836.009,,29479651208.0,4486836009.0
Anh Vũ Phú Yên,Phải trả người bán ngắn hạn > Anh Vũ Phú Yên,Anh Vũ Phú Yên,Mua hàng,28.736.982.173,19.064.213.804,,28736982173.0,19064213804.0
Trang Trại Xanh 1,Phải trả người bán ngắn hạn > Trang Trại Xanh 1,Trang Trại Xanh 1,Mua hàng,25.477.854.020,13.325.916.500,,25477854020.0,13325916500.0
Đông An Khánh,Phải trả người bán ngắn hạn > Đông An Khánh,Đông An Khánh,Mua hàng,20.377.130.595,1.676.508.250,,20377130595.0,1676508250.0
Tân Châu,Phải trả người bán ngắn hạn > Tân Châu,Tân Châu,Mua hàng,8.495.930.000,-,,8495930000.0,
Phân bón Hữu cơ Vi sinh BAF,Phải trả người bán ngắn hạn > Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Mua hàng,5.152.186.582,5.485.725.000,,5152186582.0,5485725000.0
Hải Đăng Tây Ninh,Phải trả người bán ngắn hạn > Hải Đăng Tây Ninh,Hải Đăng Tây Ninh,Mua hàng,4.501.778.500,-,,4501778500.0,
Logistic BAF,Phải trả người bán ngắn hạn > Logistic BAF,Logistic BAF,Sử dụng dịch vụ,3.255.152.976,-,,3255152976.0,
Tâm Hưng,Phải trả người bán ngắn hạn > Tâm Hưng,Tâm Hưng,Mua hàng,1.614.358.000,-,,1614358000.0,
Chăn nuôi Bảo Ngọc,Phải trả người bán ngắn hạn > Chăn nuôi Bảo Ngọc,Chăn nuôi Bảo Ngọc,Sử dụng dịch vụ,834.000.000,562.000.000,,834000000.0,562000000.0
Solacons,Phải trả người bán ngắn hạn > Solacons,Solacons,Mua hàng,704.993.636,-,,704993636.0,
Tân Long,Phải trả người bán ngắn hạn > Tân Long,Tân Long,Mua hàng,182.084.109,182.084.109,,182084109.0,182084109.0
A An,Phải trả người bán ngắn hạn > A An,A An,Mua hàng,-,3.359.988,,,3359988.0
TỔNG CỘNG,Phải trả người bán ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,,859.867.820.978,143.968.837.490,,859867820978.0,143968837490.0
