row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Chăn nuôi MinhThành,Chăn nuôi MinhThành,Chăn nuôi MinhThành,Mua heo,274.196.528.299,193.075.650.601,,274196528299.0,193075650601.0
Chăn nuôi MinhThành,Chăn nuôi MinhThành,Chăn nuôi MinhThành,Bán cám,106.575.071.660,27.154.958.425,,106575071660.0,27154958425.0
Chăn nuôi MinhThành,Chăn nuôi MinhThành,Chăn nuôi MinhThành,Cho vay,71.660.000.000,8.970.000.000,,71660000000.0,8970000000.0
Chăn nuôi MinhThành,Chăn nuôi MinhThành,Chăn nuôi MinhThành,Thu hồi cho vay,29.500.000.000,-,,29500000000.0,
Chăn nuôi MinhThành,Chăn nuôi MinhThành,Chăn nuôi MinhThành,Lãi cho vay,2.351.764.932,152.225.753,,2351764932.0,152225753.0
Chăn nuôi MinhThành,Chăn nuôi MinhThành,Chăn nuôi MinhThành,Nhận cổ tức,-,29.400.000.000,,,29400000000.0
Tâm Hưng,Tâm Hưng,Tâm Hưng,Góp vốn,94.000.000.000,-,,94000000000.0,
Tâm Hưng,Tâm Hưng,Tâm Hưng,Cho vay,69.435.443.835,15.010.000.000,,69435443835.0,15010000000.0
Tâm Hưng,Tâm Hưng,Tâm Hưng,Thu hồi cho vay,41.380.000.000,-,,41380000000.0,
Tâm Hưng,Tâm Hưng,Tâm Hưng,Bán heo,41.302.568.440,-,,41302568440.0,
Tâm Hưng,Tâm Hưng,Tâm Hưng,Vay,8.500.000.000,50.200.000.000,,8500000000.0,50200000000.0
Tâm Hưng,Tâm Hưng,Tâm Hưng,Trả vay,8.500.000.000,71.040.000.000,,8500000000.0,71040000000.0
Tâm Hưng,Tâm Hưng,Tâm Hưng,Mua heo,1.614.358.000,-,,1614358000.0,
Tâm Hưng,Tâm Hưng,Tâm Hưng,Lãi cho vay,1.583.699.738,229.150.684,,1583699738.0,229150684.0
Tâm Hưng,Tâm Hưng,Tâm Hưng,Lãi vay,104.556.165,548.443.561,,104556165.0,548443561.0
Tân Châu,Tân Châu,Tân Châu,Cho vay,77.530.000.000,44.139.412.603,,77530000000.0,44139412603.0
Tân Châu,Tân Châu,Tân Châu,Góp vốn,49.150.000.000,-,,49150000000.0,
Tân Châu,Tân Châu,Tân Châu,Thu hồi cho vay,49.000.000.000,70.100.000.000,,49000000000.0,70100000000.0
Tân Châu,Tân Châu,Tân Châu,Bán heo,31.574.650.660,-,,31574650660.0,
Tân Châu,Tân Châu,Tân Châu,Mua heo,10.915.930.000,-,,10915930000.0,
Tân Châu,Tân Châu,Tân Châu,Lãi cho vay,3.618.178.359,678.861.918,,3618178359.0,678861918.0
Tân Châu,Tân Châu,Tân Châu,Trả vay,-,94.200.000.000,,,94200000000.0
Tân Châu,Tân Châu,Tân Châu,Lãi vay,-,385.850.959,,,385850959.0
Sông Hinh,Sông Hinh,Sông Hinh,Trả vay,24.950.000.000,5.470.000.000,,24950000000.0,5470000000.0
Sông Hinh,Sông Hinh,Sông Hinh,Vay,1.800.000.000,-,,1800000000.0,
Sông Hinh,Sông Hinh,Sông Hinh,Lãi vay,505.153.971,1.837.927.398,,505153971.0,1837927398.0
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Mua heo,353.292.734.860,162.150.000,,353292734860.0,162150000.0
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Cho vay,123.170.000.000,65.072.000.000,,123170000000.0,65072000000.0
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Bán heo,79.388.076.100,-,,79388076100.0,
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Thu hồi cho vay,29.885.000.000,-,,29885000000.0,
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Lãi cho vay,1.795.050.314,1.036.685.426,,1795050314.0,1036685426.0
Bắc An Khánh,Bắc An Khánh,Bắc An Khánh,Góp vốn,-,110.000.000.000,,,110000000000.0
BAF Bình Định,BAF Bình Định,BAF Bình Định,Trả vay,5.870.000.000,3.860.000.000,,5870000000.0,3860000000.0
BAF Bình Định,BAF Bình Định,BAF Bình Định,Lãi vay,5.248.535.927,4.339.579.466,,5248535927.0,4339579466.0
BAF Bình Định,BAF Bình Định,BAF Bình Định,Vay,-,30.000.000.000,,,30000000000.0
BAF Bình Định,BAF Bình Định,BAF Bình Định,Góp vốn,-,30.000.000.000,,,30000000000.0
Chăn nuôiBảo Ngọc,Chăn nuôiBảo Ngọc,Chăn nuôiBảo Ngọc,Cho vay,25.660.000.000,4.210.000.000,,25660000000.0,4210000000.0
Chăn nuôiBảo Ngọc,Chăn nuôiBảo Ngọc,Chăn nuôiBảo Ngọc,Thu hồi cho vay,20.150.000.000,-,,20150000000.0,
Chăn nuôiBảo Ngọc,Chăn nuôiBảo Ngọc,Chăn nuôiBảo Ngọc,Chi phí thuê trại,8.356.363.636,6.130.909.091,,8356363636.0,6130909091.0
Chăn nuôiBảo Ngọc,Chăn nuôiBảo Ngọc,Chăn nuôiBảo Ngọc,Lãi cho vay,2.330.030.105,1.874.882.663,,2330030105.0,1874882663.0
