row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Logistic BAF,Logistic BAF,Logistic BAF,Góp vốn,19.970.000.000,30.000.000,,19970000000.0,30000000.0
Logistic BAF,Logistic BAF,Logistic BAF,Sử dụng dịch vụ,26.945.491.041,-,,26945491041.0,
Logistic BAF,Logistic BAF,Logistic BAF,Cho vay,15.115.749.141,-,,15115749141.0,
Logistic BAF,Logistic BAF,Logistic BAF,Thu hồi cho vay,2.000.000.000,-,,2000000000.0,
Logistic BAF,Logistic BAF,Logistic BAF,Lãi cho vay,646.672.967,-,,646672967.0,
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Vay,16.350.000.000,5.000.000.000,,16350000000.0,5000000000.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Mua hàng,4.954.804.400,8.184.900.000,,4954804400.0,8184900000.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Cho vay,3.850.000.000,-,,3850000000.0,
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Thu hồi cho vay,3.850.000.000,-,,3850000000.0,
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Trả vay,2.910.000.000,4.900.000.000,,2910000000.0,4900000000.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Góp vốn,2.000.000.000,18.000.000.000,,2000000000.0,18000000000.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Lãi vay,383.089.315,11.901.370,,383089315.0,11901370.0
Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Phân bón Hữu cơ Vi sinh BAF,Lãi cho vay,42.115.069,-,,42115069.0,
Tây An Khánh,Tây An Khánh,Tây An Khánh,Cho vay,21.120.000.000,-,,21120000000.0,
Tây An Khánh,Tây An Khánh,Tây An Khánh,Thu hồi cho vay,1.470.000.000,-,,1470000000.0,
Tây An Khánh,Tây An Khánh,Tây An Khánh,Lãi cho vay,356.919.452,-,,356919452.0,
Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Góp vốn,30.000.000.000,-,,30000000000.0,
Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Vay,30.000.000.000,-,,30000000000.0,
Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Lãi vay,1.767.244.930,-,,1767244930.0,
Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Chế biến Thực phẩm BAF Tây Ninh,Trả vay,90.000.000,-,,90000000.0,
Siba Food Việt Nam,Siba Food Việt Nam,Siba Food Việt Nam,Bán sản phẩm từ heo,182.241.255.181,183.563.188.988,,182241255181.0,183563188988.0
Siba Food Việt Nam,Siba Food Việt Nam,Siba Food Việt Nam,Mua hàng hóa,56.968.718.202,7.463.300.626,,56968718202.0,7463300626.0
Siba Tech,Siba Tech,Siba Tech,Mua hàng,34.836.457.313,3.183.682.800,,34836457313.0,3183682800.0
Siba Tech,Siba Tech,Siba Tech,Bán hàng,1.602.300,-,,1602300.0,
A An,A An,A An,Bán hàng,6.212.591.700,-,,6212591700.0,
A An,A An,A An,Mua hàng hóa,7.000.000,175.899.450,,7000000.0,175899450.0
Tân Long,Tân Long,Tân Long,Bán nông sản,210.284.600,9.972.000,,210284600.0,9972000.0
Solacons,Solacons,Solacons,Mua hàng,1.197.271.724,-,,1197271724.0,
Siba Holdings,Siba Holdings,Siba Holdings,Trả cổ tức bằng cổ phiếu,98.774.930.000,-,,98774930000.0,
Siba Holdings,Siba Holdings,Siba Holdings,Mua cổ phiếu,40.048.420.000,-,,40048420000.0,
Bà Bùi Hương Giang,Bà Bùi Hương Giang,Bà Bùi Hương Giang,Trả cổ tức bằng cổ phiếu,7.937.300.000,-,,7937300000.0,
Bà Bùi Hương Giang,Bà Bùi Hương Giang,Bà Bùi Hương Giang,Mua cổ phiếu,3.000.000.000,-,,3000000000.0,
