row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,,
Chăn nuôi Minh Thành,Phải thu ngắn hạn của khách hàng > Chăn nuôi Minh Thành,Chăn nuôi Minh Thành,Bán hàng,118.231.891.820,11.656.820.160,,118231891820.0,11656820160.0
Anh Vũ Phú Yên,Phải thu ngắn hạn của khách hàng > Anh Vũ Phú Yên,Anh Vũ Phú Yên,Bán hàng,94.788.706.238,120.980.943.068,,94788706238.0,120980943068.0
Bắc An Khánh,Phải thu ngắn hạn của khách hàng > Bắc An Khánh,Bắc An Khánh,Bán hàng,79.388.076.100,-,,79388076100.0,
Siba Food Việt Nam,Phải thu ngắn hạn của khách hàng > Siba Food Việt Nam,Siba Food Việt Nam,Bán hàng,51.503.060.237,71.863.962.065,,51503060237.0,71863962065.0
Trang Trại Xanh 1,Phải thu ngắn hạn của khách hàng > Trang Trại Xanh 1,Trang Trại Xanh 1,Bán hàng,43.849.093.160,20.776.016.780,,43849093160.0,20776016780.0
Tân Châu,Phải thu ngắn hạn của khách hàng > Tân Châu,Tân Châu,Bán hàng,31.574.650.660,-,,31574650660.0,
Tâm Hưng,Phải thu ngắn hạn của khách hàng > Tâm Hưng,Tâm Hưng,Bán hàng,24.302.568.440,-,,24302568440.0,
Hải Đăng Tây Ninh,Phải thu ngắn hạn của khách hàng > Hải Đăng Tây Ninh,Hải Đăng Tây Ninh,Bán hàng,10.009.268.500,-,,10009268500.0,
Đông An Khánh,Phải thu ngắn hạn của khách hàng > Đông An Khánh,Đông An Khánh,Bán hàng,9.563.422.383,5.278.100.000,,9563422383.0,5278100000.0
Trang Trại Xanh 2,Phải thu ngắn hạn của khách hàng > Trang Trại Xanh 2,Trang Trại Xanh 2,Bán hàng,8.661.519.910,-,,8661519910.0,
A An,Phải thu ngắn hạn của khách hàng > A An,A An,Bán hàng,6.709.599.036,-,,6709599036.0,
Nam An Khánh,Phải thu ngắn hạn của khách hàng > Nam An Khánh,Nam An Khánh,Bán hàng,1.338.062.100,420.000.000,,1338062100.0,420000000.0
Tân Long,Phải thu ngắn hạn của khách hàng > Tân Long,Tân Long,Bán hàng,276.020.676,-,,276020676.0,
Siba Tech,Phải thu ngắn hạn của khách hàng > Siba Tech,Siba Tech,Bán hàng,1.730.484,-,,1730484.0,
BAF Tây Ninh,Phải thu ngắn hạn của khách hàng > BAF Tây Ninh,BAF Tây Ninh,Bán hàng,-,6.012.701.654,,,6012701654.0
TỔNG CỘNG,Phải thu ngắn hạn của khách hàng > TỔNG CỘNG,TỔNG CỘNG,,480.197.669.744,236.988.543.727,,480197669744.0,236988543727.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,,,
Trang Trại Xanh 2,Phải thu về cho vay ngắn hạn > Trang Trại Xanh 2,Trang Trại Xanh 2,Cho vay,184.811.195.625,64.946.904.000,,184811195625.0,64946904000.0
Trang Trại Xanh 1,Phải thu về cho vay ngắn hạn > Trang Trại Xanh 1,Trang Trại Xanh 1,Cho vay,181.268.217.000,148.958.217.000,,181268217000.0,148958217000.0
Hải Đăng Tây Ninh,Phải thu về cho vay ngắn hạn > Hải Đăng Tây Ninh,Hải Đăng Tây Ninh,Cho vay,170.864.237.000,-,,170864237000.0,
Đông An Khánh,Phải thu về cho vay ngắn hạn > Đông An Khánh,Đông An Khánh,Cho vay,128.305.000.000,44.935.000.000,,128305000000.0,44935000000.0
Nam An Khánh,Phải thu về cho vay ngắn hạn > Nam An Khánh,Nam An Khánh,Cho vay,127.275.408.510,25.400.000.000,,127275408510.0,25400000000.0
Bắc An Khánh,Phải thu về cho vay ngắn hạn > Bắc An Khánh,Bắc An Khánh,Cho vay,115.600.000.000,22.315.000.000,,115600000000.0,22315000000.0
Anh Vũ Phú Yên,Phải thu về cho vay ngắn hạn > Anh Vũ Phú Yên,Anh Vũ Phú Yên,Cho vay,98.215.680.090,59.780.000.000,,98215680090.0,59780000000.0
Tân Châu,Phải thu về cho vay ngắn hạn > Tân Châu,Tân Châu,Cho vay,72.669.412.603,44.139.412.603,,72669412603.0,44139412603.0
Chăn nuôi Minh Thành,Phải thu về cho vay ngắn hạn > Chăn nuôi Minh Thành,Chăn nuôi Minh Thành,Cho vay,51.130.000.000,8.970.000.000,,51130000000.0,8970000000.0
Tâm Hưng,Phải thu về cho vay ngắn hạn > Tâm Hưng,Tâm Hưng,Cho vay,43.065.443.835,15.010.000.000,,43065443835.0,15010000000.0
BAF Tây Ninh,Phải thu về cho vay ngắn hạn > BAF Tây Ninh,BAF Tây Ninh,Cho vay,40.000.000.000,-,,40000000000.0,
Chăn nuôi Bảo Ngọc,Phải thu về cho vay ngắn hạn > Chăn nuôi Bảo Ngọc,Chăn nuôi Bảo Ngọc,Cho vay,38.178.606.034,32.668.606.034,,38178606034.0,32668606034.0
Tây An Khánh,Phải thu về cho vay ngắn hạn > Tây An Khánh,Tây An Khánh,Cho vay,19.650.000.000,-,,19650000000.0,
Logistic BAF,Phải thu về cho vay ngắn hạn > Logistic BAF,Logistic BAF,Cho vay,13.115.749.141,-,,13115749141.0,
TỔNG CỘNG,Phải thu về cho vay ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,,1.284.148.949.838,467.123.139.637,,1284148949838.0,467123139637.0
