row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Người mua trả tiền trước ngắn hạn (TM số 16),Người mua trả tiền trước ngắn hạn (TM số 16),Người mua trả tiền trước ngắn hạn (TM số 16),Người mua trả tiền trước ngắn hạn (TM số 16),Người mua trả tiền trước ngắn hạn (TM số 16),Người mua trả tiền trước ngắn hạn (TM số 16),Người mua trả tiền trước ngắn hạn (TM số 16),,,,
Công ty Cổ phần Bò sữa Tây Nguyên,Người mua trả tiền trước ngắn hạn (TM số 16) > Công ty Cổ phần Bò sữa Tây Nguyên,Công ty Cổ phần Bò sữa Tây Nguyên,Công ty con,Nhận ứng trước tiền mua hàng hóa và dịch vụ,1.021.804,-,,,1021804.0,
Công ty Cổ phần Chăn nuôi Gia Lai,Người mua trả tiền trước ngắn hạn (TM số 16) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan,Nhận ứng trước dịch vụ xây dựng,-,194.864.544,,,,194864544.0
Công ty TNHH Hoàng Anh Rattanakiri,Người mua trả tiền trước ngắn hạn (TM số 16) > Công ty TNHH Hoàng Anh Rattanakiri,Công ty TNHH Hoàng Anh Rattanakiri,Công ty con,Nhận ứng trước tiền mua hàng hóa,-,47.256.000,,,,47256000.0
Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Người mua trả tiền trước ngắn hạn (TM số 16) > Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty con,Nhận ứng trước tiền mua hàng hóa,-,26.717.254,,,,26717254.0
Công ty TNHH Hoàng Anh Andong Meas,Người mua trả tiền trước ngắn hạn (TM số 16) > Công ty TNHH Hoàng Anh Andong Meas,Công ty TNHH Hoàng Anh Andong Meas,Công ty con,Nhận ứng trước tiền mua hàng hóa,-,60.081.345,,,,60081345.0
Công ty Cổ phần Cao su Trung Nguyên,Người mua trả tiền trước ngắn hạn (TM số 16) > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Nhận ứng trước tiền mua hàng hóa,-,57.253.289,,,,57253289.0
Công ty Cổ phần Cao su Trung Nguyên,Người mua trả tiền trước ngắn hạn (TM số 16) > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Nhận ứng trước dịch vụ xây dựng,-,31.518.811,,,,31518811.0
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Người mua trả tiền trước ngắn hạn (TM số 16) > Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty con,Nhận ứng trước tiền mua hàng hóa,-,4.832.882,,,,4832882.0
Các công ty khác,Người mua trả tiền trước ngắn hạn (TM số 16) > Các công ty khác,Các công ty khác,Công ty con,Nhận ứng trước tiền mua hàng hóa,1.084.146,1.044.867,,,1084146.0,1044867.0
TỔNG CỘNG,Người mua trả tiền trước ngắn hạn (TM số 16) > TỔNG CỘNG,TỔNG CỘNG,,,2.105.950,423.568.992,,,2105950.0,423568992.0
Chi phí phải trả (TM số 18),Chi phí phải trả (TM số 18),Chi phí phải trả (TM số 18),Chi phí phải trả (TM số 18),Chi phí phải trả (TM số 18),Chi phí phải trả (TM số 18),Chi phí phải trả (TM số 18),,,,
Công ty Cổ phần Thủy điện Hoàng Anh Gia Lai,Chi phí phải trả (TM số 18) > Công ty Cổ phần Thủy điện Hoàng Anh Gia Lai,Công ty Cổ phần Thủy điện Hoàng Anh Gia Lai,Công ty con,Lãi vay,10.909.847,4.037.797,,,10909847.0,4037797.0
Công ty Cổ phần Hưng Thắng Lợi Gia Lai,Chi phí phải trả (TM số 18) > Công ty Cổ phần Hưng Thắng Lợi Gia Lai,Công ty Cổ phần Hưng Thắng Lợi Gia Lai,Công ty con,Lãi vay,8.561.000,-,,,8561000.0,
Ông Đoàn Nguyên Đức,Chi phí phải trả (TM số 18) > Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch HĐQT,Lãi vay,6.391.123,-,,,6391123.0,
Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Chi phí phải trả (TM số 18) > Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty con,Lãi vay,-,11.386.457,,,,11386457.0
TỔNG CỘNG,Chi phí phải trả (TM số 18) > TỔNG CỘNG,TỔNG CỘNG,,,25.861.970,15.424.254,,,25861970.0,15424254.0
