row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu ngắn hạn khác (TM số 8),Phải thu ngắn hạn khác (TM số 8),Phải thu ngắn hạn khác (TM số 8),Phải thu ngắn hạn khác (TM số 8),Phải thu ngắn hạn khác (TM số 8),Phải thu ngắn hạn khác (TM số 8),Phải thu ngắn hạn khác (TM số 8),,,,
Nhóm An Phú (*),Phải thu ngắn hạn khác (TM số 8) > Nhóm An Phú (*),Nhóm An Phú (*),Các công ty liên quan,(*),227.225.509,392.803.024,,,227225509.0,392803024.0
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty con,Chi trả hộ Lãi cho vay,390.908.138 4.764.824,- -,,,,
Công ty Cổ phần Hưng Thắng Lợi Gia Lai,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng > Công ty Cổ phần Hưng Thắng Lợi Gia Lai,Công ty Cổ phần Hưng Thắng Lợi Gia Lai,Công ty con,Cổ tức,242.001.200,-,,,242001200.0,
Công ty Cổ phần Thể thao Hoàng Anh Gia Lai,Công ty Cổ phần Thể thao Hoàng Anh Gia Lai,Công ty Cổ phần Thể thao Hoàng Anh Gia Lai,Công ty con,Lãi cho vay Chi trả hộ,99.469.183 845.021,74.324.611 -,,,,
Công ty TNHH Điện Hoàng Anh Attapeu,Công ty Cổ phần Thể thao Hoàng Anh Gia Lai > Công ty TNHH Điện Hoàng Anh Attapeu,Công ty TNHH Điện Hoàng Anh Attapeu,Công ty con,Chi trả hộ,39.770.165,32.645.815,,,39770165.0,32645815.0
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty Cổ phần Thể thao Hoàng Anh Gia Lai > Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty con,Chi trả hộ,35.863.667,-,,,35863667.0,
Công ty TNHH Khoáng sản Hoàng Anh Xê kông,Công ty Cổ phần Thể thao Hoàng Anh Gia Lai > Công ty TNHH Khoáng sản Hoàng Anh Xê kông,Công ty TNHH Khoáng sản Hoàng Anh Xê kông,Công ty con,Chi trả hộ,3.722.605,-,,,3722605.0,
Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty con,Lãi cho vay Chi trả hộ,5.893.816 -,401.296.987 5.960.659,,,,
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty con,Lãi cho vay Chi trả hộ,5.408.925 22.020.585,330.772.628 12.682.058,,,,
Công ty TNHH MTV Xây lắp Điện,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai > Công ty TNHH MTV Xây lắp Điện,Công ty TNHH MTV Xây lắp Điện,Công ty liên quan,Chi trả hộ,1.177.000,-,,,1177000.0,
Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai > Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,Công ty liên kết,Lãi cho vay,891.591,2.783.333,,,891591.0,2783333.0
Ông Đoàn Nguyên Đức,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai > Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chữ tịch HĐQT,Chi trả hộ Lãi vay,10.768 -,- 33.288.966,,,,-33288966.0
Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai > Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty con,Lãi cho vay,-,16.351.985,,,,16351985.0
Công ty TNHH MTV Hoàng Anh Lymphat,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai > Công ty TNHH MTV Hoàng Anh Lymphat,Công ty TNHH MTV Hoàng Anh Lymphat,Công ty con,Chi trả hộ,,4.178.897,,,,4178897.0
Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Chi trả hộ,-,126.000,,,,126000.0
