row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu ngắn hạn của khách hàng (TM số 5),Phải thu ngắn hạn của khách hàng (TM số 5),Phải thu ngắn hạn của khách hàng (TM số 5),Phải thu ngắn hạn của khách hàng (TM số 5),Phải thu ngắn hạn của khách hàng (TM số 5),Phải thu ngắn hạn của khách hàng (TM số 5),Phải thu ngắn hạn của khách hàng (TM số 5),,,,
Nhóm nợ tồn động lớn (**),Phải thu ngắn hạn của khách hàng (TM số 5) > Nhóm nợ tồn động lớn (**),Nhóm nợ tồn động lớn (**),Các công ty liên quan,(**),49.496.338,62.613.584,,,49496338.0,62613584.0
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai - Chi nhánh Chế biến hoa quả,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai - Chi nhánh Chế biến hoa quả,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai - Chi nhánh Chế biến hoa quả,Công ty con,"Bán tài sản cố định, hàng hóa và cung cấp dịch vụ",41.258.602,41.078.201,,,41258602.0,41078201.0
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty con,Bán hàng hóa và cung cấp dịch vụ,12.816.181,13.026.522,,,12816181.0,13026522.0
Công ty TNHH Hoàng Anh Andong Meas,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty TNHH Hoàng Anh Andong Meas,Công ty TNHH Hoàng Anh Andong Meas,Công ty con,Bán hàng hóa và cung cấp dịch vụ,7.140.477,7.086.336,,,7140477.0,7086336.0
Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,Công ty Cổ phần Thẻ thao Hoàng Anh Gia Lai,Công ty con,Bán hàng hóa và cung cấp dịch vụ,4.583.442,3.815.536,,,4583442.0,3815536.0
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty con,Bán hàng hóa và cung cấp dịch vụ,9.766.573,2.311.412,,,9766573.0,2311412.0
Công ty Cổ phần IAPACCO,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần IAPACCO,Công ty Cổ phần IAPACCO,Công ty liên quan,Cung cấp dịch vụ xây dựng,-,2.930.603,,,,2930603.0
Công ty Cổ phần IAPACCO,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty Cổ phần IAPACCO,Công ty Cổ phần IAPACCO,Công ty liên quan,Cung cấp dịch vụ,-,1.010.461,,,,1010461.0
Công ty TNHH MTV Cao su Trung Nguyên,Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty TNHH MTV Cao su Trung Nguyên,Công ty TNHH MTV Cao su Trung Nguyên,Công ty con trước đây,Bán hàng hóa và cung cấp dịch vụ,-,1.393.695,,,,1393695.0
Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên (*),Phải thu ngắn hạn của khách hàng (TM số 5) > Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên (*),Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên (*),Công ty liên quan trước đây,Bán hàng hóa và cung cấp dịch vụ,-,1.300.000,,,,1300000.0
Các công ty khác,Phải thu ngắn hạn của khách hàng (TM số 5) > Các công ty khác,Các công ty khác,Các công ty liên quan,Các khoản khác,3.054.333,2.083.489,,,3054333.0,2083489.0
TỔNG CỘNG,Phải thu ngắn hạn của khách hàng (TM số 5) > TỔNG CỘNG,TỔNG CỘNG,,,128.115.946,138.649.839,,,128115946.0,138649839.0
