row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả dài hạn khác (TM số 23),Phải trả dài hạn khác (TM số 23),Phải trả dài hạn khác (TM số 23),Phải trả dài hạn khác (TM số 23),Phải trả dài hạn khác (TM số 23),Phải trả dài hạn khác (TM số 23),Phải trả dài hạn khác (TM số 23),,,,
Ông Đoàn Nguyên Đức,Phải trả dài hạn khác (TM số 23) > Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch HĐQT,Nhận góp vốn hợp tác kinh doanh,180.000.000,180.000.000,,,180000000.0,180000000.0
Bà Hồ Thị Kim Chi,Phải trả dài hạn khác (TM số 23) > Bà Hồ Thị Kim Chi,Bà Hồ Thị Kim Chi,Phó Tổng Giám đốc,Nhận góp vốn hợp tác kinh doanh,105.000.000,105.000.000,,,105000000.0,105000000.0
Công ty TNHH An Tiến,Phải trả dài hạn khác (TM số 23) > Công ty TNHH An Tiến,Công ty TNHH An Tiến,Công ty liên quan,Nhận góp vốn hợp tác kinh doanhKhác,-,550.000.000,,,,550000000.0
Công ty TNHH An Tiến,Phải trả dài hạn khác (TM số 23) > Công ty TNHH An Tiến,Công ty TNHH An Tiến,Công ty liên quan,Nhận góp vốn hợp tác kinh doanhKhác,-,2.034.000,,,,2034000.0
Công ty TNHH Hoàng Anh Gia Lai - Bangkok,Phải trả dài hạn khác (TM số 23) > Công ty TNHH Hoàng Anh Gia Lai - Bangkok,Công ty TNHH Hoàng Anh Gia Lai - Bangkok,Công ty liên quan,Khác,-,7.666.626,,,,7666626.0
Các bên khác,Phải trả dài hạn khác (TM số 23) > Các bên khác,Các bên khác,Các bên liên quan,Khác,-,25.148,,,,25148.0
TỔNG CỘNG,Phải trả dài hạn khác (TM số 23) > TỔNG CỘNG,TỔNG CỘNG,,,285.000.000,844.725.774,,,285000000.0,844725774.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,
Ông Đoàn Nguyên Đức,Vay ngắn hạn > Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch HĐQT,Vay,-,612.995.000,,,,612995000.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,
Ông Đoàn Nguyên Đức,Vay dài hạn > Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch HĐQT,Vay,-,129.709.600,,,,129709600.0
