row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Bên khác trả tiền trước,Bên khác trả tiền trước,Bên khác trả tiền trước,681.622.824.950,1.083.819.601.622,681622824950.0,1083819601622.0
Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,95.033.642.116,-,95033642116.0,
Công ty Cổ phần Gamuda Land (HCMC),Công ty Cổ phần Gamuda Land (HCMC),Công ty Cổ phần Gamuda Land (HCMC),90.452.084.052,-,90452084052.0,
Công ty Cổ phần Xây lắp Sunshine E&C,Công ty Cổ phần Xây lắp Sunshine E&C,Công ty Cổ phần Xây lắp Sunshine E&C,84.487.861.963,176.051.480.210,84487861963.0,176051480210.0
Công ty TNHH Liên doanh Thành phố Đế Vương,Công ty TNHH Liên doanh Thành phố Đế Vương,Công ty TNHH Liên doanh Thành phố Đế Vương,-,204.843.112.379,,204843112379.0
Công ty Cổ phần Vina Đại Phước,Công ty Cổ phần Vina Đại Phước,Công ty Cổ phần Vina Đại Phước,-,175.954.507.370,,175954507370.0
Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,-,136.967.879.977,,136967879977.0
Khác,Khác,Khác,411.649.236.819,390.002.621.686,411649236819.0,390002621686.0
Bên liên quan trả tiền trước(Thuyết minh số 32),Bên liên quan trả tiền trước(Thuyết minh số 32),Bên liên quan trả tiền trước(Thuyết minh số 32),-,46.011.025.666,,46011025666.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,681.622.824.950,1.129.830.627.288,681622824950.0,1129830627288.0
