row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Công ty Cổ phần Địa ốc Sài Gòn,Công ty Cổ phần Địa ốc Sài Gòn,Công ty Cổ phần Địa ốc Sài Gòn,564.864.845.685,435.562.260.000,564864845685.0,435562260000.0
Công ty Cổ phần Tập đoàn Đầu tư và Thươngmai Thắng Long,Công ty Cổ phần Tập đoàn Đầu tư và Thươngmai Thắng Long,Công ty Cổ phần Tập đoàn Đầu tư và Thươngmai Thắng Long,205.514.610.011,208.152.975.385,205514610011.0,208152975385.0
Sở Tài chính tỉnh Quảng Bình,Sở Tài chính tỉnh Quảng Bình,Sở Tài chính tỉnh Quảng Bình,116.577.025.000,-,116577025000.0,
Tổng Công ty Xây dựng Thủy lợi 4 - CTCP,Tổng Công ty Xây dựng Thủy lợi 4 - CTCP,Tổng Công ty Xây dựng Thủy lợi 4 - CTCP,91.490.048.921,91.490.048.921,91490048921.0,91490048921.0
La Xuân Thành,La Xuân Thành,La Xuân Thành,25.957.754.725,-,25957754725.0,
Công ty Cổ phần Constrexim Số 1 (Confitech),Công ty Cổ phần Constrexim Số 1 (Confitech),Công ty Cổ phần Constrexim Số 1 (Confitech),24.934.705.194,-,24934705194.0,
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,181.646.962.376,158.972.274.045,181646962376.0,158972274045.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.210.985.951.912,894.177.558.351,1210985951912.0,894177558351.0
Dự phòng trả trước cho người bán ngắn hạn(Thuyết minh số 10),Dự phòng trả trước cho người bán ngắn hạn(Thuyết minh số 10),Dự phòng trả trước cho người bán ngắn hạn(Thuyết minh số 10),(2.265.420.680),(9.131.935.720),-2265420680.0,-9131935720.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.208.720.531.232,885.045.622.631,1208720531232.0,885045622631.0
