row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải trả các bên khác,Phải trả các bên khác,Phải trả các bên khác,172.907.977.113,92.562.052.869,172907977113.0,92562052869.0
- Công ty TNHH Xây dựng An Phong,- Công ty TNHH Xây dựng An Phong,- Công ty TNHH Xây dựng An Phong,80.234.306.078,612.271.568,80234306078.0,612271568.0
- Công ty Cổ phần Bất động sản Unihomes,- Công ty Cổ phần Bất động sản Unihomes,- Công ty Cổ phần Bất động sản Unihomes,16.360.298.590,20.186.715.796,16360298590.0,20186715796.0
- Công ty TNHH Xây dựng và Xây lắp điện Thế Minh,- Công ty TNHH Xây dựng và Xây lắp điện Thế Minh,- Công ty TNHH Xây dựng và Xây lắp điện Thế Minh,11.320.733.598,4.923.891.880,11320733598.0,4923891880.0
- Công ty TNHH Xây dựng Vũng Bền,- Công ty TNHH Xây dựng Vũng Bền,- Công ty TNHH Xây dựng Vũng Bền,11.242.916.728,11.242.916.728,11242916728.0,11242916728.0
- Công ty Cổ phần Đầu tư và Xây dựng Hung Long Phát,- Công ty Cổ phần Đầu tư và Xây dựng Hung Long Phát,- Công ty Cổ phần Đầu tư và Xây dựng Hung Long Phát,7.359.710.976,7.359.710.976,7359710976.0,7359710976.0
- Công ty TNHH Xây dựng Thương mại Dịch vụ An Thiên Phú,- Công ty TNHH Xây dựng Thương mại Dịch vụ An Thiên Phú,- Công ty TNHH Xây dựng Thương mại Dịch vụ An Thiên Phú,-,12.911.631.808,,12911631808.0
- Công ty Cổ Phần Xây dựng Công nghiệp Descon,- Công ty Cổ Phần Xây dựng Công nghiệp Descon,- Công ty Cổ Phần Xây dựng Công nghiệp Descon,-,8.024.582.375,,8024582375.0
- Khác,- Khác,- Khác,46.390.011.143,27.300.331.738,46390011143.0,27300331738.0
Phải trả bên liên quan (Thuyết minh số 32),Phải trả bên liên quan (Thuyết minh số 32),Phải trả bên liên quan (Thuyết minh số 32),11.550.412.372,1.273.321.716,11550412372.0,1273321716.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,184.458.389.485,93.835.374.585,184458389485.0,93835374585.0
