row_label_raw,row_label_full,col_0,31/12/2016 > Giá gốc,31/12/2016 > Giá trị có thể thu hồi,01/01/2016 > Giá gốc,01/01/2016 > Giá trị có thể thu hồi,numeric__31/12/2016 > Giá gốc,numeric__31/12/2016 > Giá trị có thể thu hồi,numeric__01/01/2016 > Giá gốc,numeric__01/01/2016 > Giá trị có thể thu hồi
,,,VND,VND,VND,VND,,,,
"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn","- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn",,,,
+ Công ty CP tư vấn XDđô thị - KCN Cao suViệt Nam,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn > + Công ty CP tư vấn XDđô thị - KCN Cao suViệt Nam",+ Công ty CP tư vấn XDđô thị - KCN Cao suViệt Nam,327.013.101,,327.013.101,,327013101.0,,327013101.0,
+ Công ty CP Đầu tưPhát Triển XNK MiềnNam (SIDIMEX),"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn > + Công ty CP Đầu tưPhát Triển XNK MiềnNam (SIDIMEX)",+ Công ty CP Đầu tưPhát Triển XNK MiềnNam (SIDIMEX),764.500.000,,764.500.000,229.350.000,764500000.0,,764500000.0,229350000.0
+ Công ty CP ChứngKhoán Cao su,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn > + Công ty CP ChứngKhoán Cao su",+ Công ty CP ChứngKhoán Cao su,9.184.524.709,417.183.038,9.184.524.709,681.475.355,9184524709.0,417183038.0,9184524709.0,681475355.0
+ Công ty Cổ phần Cao su Phú Riếng Kratie,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn > + Công ty Cổ phần Cao su Phú Riếng Kratie",+ Công ty Cổ phần Cao su Phú Riếng Kratie,92.278.244.169,12.255.579.882,92.224.259.169,38.119.092.283,92278244169.0,12255579882.0,92224259169.0,38119092283.0
+ Công ty CP Thể ThaoNgôi Sao Geru,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn > + Công ty CP Thể ThaoNgôi Sao Geru",+ Công ty CP Thể ThaoNgôi Sao Geru,6.000.000.000,,8.000.000.000,,6000000000.0,,8000000000.0,
+ Công ty Cổ phần Xây dựng Địa ốc Cao su,"- Tổng giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc chưa quá hạn nhưng khó có khả năng thu hồiCác đối tượng phát sinh tại Văn phòng Tập đoàn > + Công ty Cổ phần Xây dựng Địa ốc Cao su",+ Công ty Cổ phần Xây dựng Địa ốc Cao su,,,8.086.915.294,138.401.100,,,8086915294.0,138401100.0
Các đối tượng nhận từ sáp nhập Công ty Tài chính TNHH MTV Cao su Việt Nam,Các đối tượng nhận từ sáp nhập Công ty Tài chính TNHH MTV Cao su Việt Nam,Các đối tượng nhận từ sáp nhập Công ty Tài chính TNHH MTV Cao su Việt Nam,Các đối tượng nhận từ sáp nhập Công ty Tài chính TNHH MTV Cao su Việt Nam,Các đối tượng nhận từ sáp nhập Công ty Tài chính TNHH MTV Cao su Việt Nam,Các đối tượng nhận từ sáp nhập Công ty Tài chính TNHH MTV Cao su Việt Nam,Các đối tượng nhận từ sáp nhập Công ty Tài chính TNHH MTV Cao su Việt Nam,,,,
+ Khoản tiền gửi có kỳ hạn tại Công ty Cho thuê tài chính II - NHNông nghiệp & PTNông thôn(1),Các đối tượng nhận từ sáp nhập Công ty Tài chính TNHH MTV Cao su Việt Nam > + Khoản tiền gửi có kỳ hạn tại Công ty Cho thuê tài chính II - NHNông nghiệp & PTNông thôn(1),+ Khoản tiền gửi có kỳ hạn tại Công ty Cho thuê tài chính II - NHNông nghiệp & PTNông thôn(1),599.500.000.000,,599.500.000.000,,599500000000.0,,599500000000.0,
+ Công ty CP ChứngKhoán Cao su,Các đối tượng nhận từ sáp nhập Công ty Tài chính TNHH MTV Cao su Việt Nam > + Công ty CP ChứngKhoán Cao su,+ Công ty CP ChứngKhoán Cao su,1.540.000.000,,1.540.000.000,,1540000000.0,,1540000000.0,
+ Trần Quốc Hoàng,Các đối tượng nhận từ sáp nhập Công ty Tài chính TNHH MTV Cao su Việt Nam > + Trần Quốc Hoàng,+ Trần Quốc Hoàng,707.394.212,,707.394.212,,707394212.0,,707394212.0,
+ Các khách hàng chovay(2),Các đối tượng nhận từ sáp nhập Công ty Tài chính TNHH MTV Cao su Việt Nam > + Các khách hàng chovay(2),+ Các khách hàng chovay(2),1.164.123.205.148,616.985.524.660,1.266.608.955.057,683.777.935.122,1164123205148.0,616985524660.0,1266608955057.0,683777935122.0
+ Các khoản cho vay theo hình thức Repo cổ phiếu(3),Các đối tượng nhận từ sáp nhập Công ty Tài chính TNHH MTV Cao su Việt Nam > + Các khoản cho vay theo hình thức Repo cổ phiếu(3),+ Các khoản cho vay theo hình thức Repo cổ phiếu(3),52.237.117.156,2.865.860.000,52.264.274.754,5.361.940.000,52237117156.0,2865860000.0,52264274754.0,5361940000.0
