row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Hà An,Hà An,Hà An,Doanh thu từ,,,,,
Hà An,Hà An > Hà An,Hà An,"bán căn hộ, nhà phố và đất nền",229.964.344.003,-,,229964344003.0,
Hà An,Hà An > Hà An,Hà An,Doanh thu dịch vụ môi giới,32.533.468.453,227.851.719.939,,32533468453.0,227851719939.0
Hà An,Hà An > Hà An,Hà An,Trả nợ vay,31.342.518.403,-,,31342518403.0,
Hà An,Hà An > Hà An,Hà An,Lãi cho vay,7.286.805.507,2.298.630.137,,7286805507.0,2298630137.0
Hà An,Hà An > Hà An,Hà An,Doanh thu khác,5.518.763.736,-,,5518763736.0,
Hà An,Hà An > Hà An,Hà An,Chi phí tiện ích,2.219.368,-,,2219368.0,
Hà An,Hà An > Hà An,Hà An,Ký quỹ thực hiện dịch vụ,-,266.000.000.000,,,266000000000.0
Hà An,Hà An > Hà An,Hà An,Cho vay,-,200.000.000.000,,,200000000000.0
DXMN,Hà An > DXMN,DXMN,Ký quỹ,81.261.175.222,-,,81261175222.0,
DXMN,Hà An > DXMN,DXMN,Nhận ký quỹ,63.000.000.000,-,,63000000000.0,
DXMN,Hà An > DXMN,DXMN,Hoàn trả đầu tư,44.364.000.000,-,,44364000000.0,
DXMN,Hà An > DXMN,DXMN,Hoàn trả ký quỹ,18.811.175.222,-,,18811175222.0,
DXMN,Hà An > DXMN,DXMN,Cho vay,13.931.175.222,-,,13931175222.0,
DXMN,Hà An > DXMN,DXMN,Trả ký quỹ,4.880.000.000,-,,4880000000.0,
DXMN,Hà An > DXMN,DXMN,Doanh thu dịch vụ môi giới,3.345.312.741,-,,3345312741.0,
DXMN,Hà An > DXMN,DXMN,Dịch vụ môi giới,2.132.662.021,-,,2132662021.0,
DXMN,Hà An > DXMN,DXMN,Lãi cho vay,406.103.300,-,,406103300.0,
FBV,Hà An > FBV,FBV,Dịch vụ xây dựng,63.841.036.474,41.169.014.403,,63841036474.0,41169014403.0
FBV,FBV,FBV,Doanh thu từ,,,,,
FBV,FBV > FBV,FBV,"bán căn hộ, nhà phố và đất nền",25.723.139.492,-,,25723139492.0,
FBV,FBV > FBV,FBV,Phạt thanh lý hợp đồng,-,108.800.000,,,108800000.0
Hội An,FBV > Hội An,Hội An,Ký quỹ thực hiện dịch vụ,38.150.000.000,-,,38150000000.0,
Hà Thuận,FBV > Hà Thuận,Hà Thuận,Ký quỹ thực hiện dịch vụ,31.114.000.000,-,,31114000000.0,
Hùng,FBV > Hùng,Hùng,Doanh thu dịch vụ môi giới,9.040.793.089,-,,9040793089.0,
Hùng,FBV > Hùng,Hùng,Doanh thu cung cấp dịch vụ,-,15.938.915.304,,,15938915304.0
DXG,FBV > DXG,DXG,Chi phí phân chia doanh thu từ hoạt động HTKD,13.901.106.227,8.436.185.024,,13901106227.0,8436185024.0
DXG,FBV > DXG,DXG,Doanh thu từ dịch vụ phân mềm,5.129.774.321,-,,5129774321.0,
DXG,FBV > DXG,DXG,Doanh thu từ dịch vụ môi giới,-,246.616.789,,,246616789.0
Charm & CI,FBV > Charm & CI,Charm & CI,Ký quỹ thực hiện dịch vụ,12.617.742.467,-,,12617742467.0,
Vicco,FBV > Vicco,Vicco,Chi phí thuê văn phòng,3.824.047.885,8.035.031.902,,3824047885.0,8035031902.0
Các cá nhân,FBV > Các cá nhân,Các cá nhân,Mua đất nền,-,167.690.375.700,,,167690375700.0
DBFS,FBV > DBFS,DBFS,Cung cấp dịch vụ,-,28.390.799.082,,,28390799082.0
