row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Trả trước cho bên khác,Trả trước cho bên khác,Trả trước cho bên khác,448.948.011.940,218.994.805.254,448948011940.0,218994805254.0
Công ty Cổ phần BM Windows,Công ty Cổ phần BM Windows,Công ty Cổ phần BM Windows,111.710.095.958,-,111710095958.0,
Công ty Cổ phần Xây dựng Lương Bình,Công ty Cổ phần Xây dựng Lương Bình,Công ty Cổ phần Xây dựng Lương Bình,60.000.000.000,60.000.000.000,60000000000.0,60000000000.0
Công ty TNHH MTV Thương mại Sản xuất,Công ty TNHH MTV Thương mại Sản xuất,Công ty TNHH MTV Thương mại Sản xuất,,,,
Mỹ Khang,Công ty TNHH MTV Thương mại Sản xuất > Mỹ Khang,Mỹ Khang,58.202.041.970,-,58202041970.0,
Công ty Cổ phần Kỹ thuật và Xây dựng,Công ty Cổ phần Kỹ thuật và Xây dựng,Công ty Cổ phần Kỹ thuật và Xây dựng,,,,
Searefico,Công ty Cổ phần Kỹ thuật và Xây dựng > Searefico,Searefico,47.972.785.518,-,47972785518.0,
Các bên khác,Công ty Cổ phần Kỹ thuật và Xây dựng > Các bên khác,Các bên khác,171.063.088.494,158.994.805.254,171063088494.0,158994805254.0
Trả trước cho bên liên quan(Thuyết minh số 30),Công ty Cổ phần Kỹ thuật và Xây dựng > Trả trước cho bên liên quan(Thuyết minh số 30),Trả trước cho bên liên quan(Thuyết minh số 30),269.284.919.894,270.137.978.035,269284919894.0,270137978035.0
TỔNG CỘNG,Công ty Cổ phần Kỹ thuật và Xây dựng > TỔNG CỘNG,TỔNG CỘNG,718.232.931.834,489.132.783.289,718232931834.0,489132783289.0
Dự phòng trả trước cho người bánngắn hạn khó đòi,Công ty Cổ phần Kỹ thuật và Xây dựng > Dự phòng trả trước cho người bánngắn hạn khó đòi,Dự phòng trả trước cho người bánngắn hạn khó đòi,(51.031.684.864),-,-51031684864.0,
GIÁ TRỊ THUÀN,Công ty Cổ phần Kỹ thuật và Xây dựng > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,667.201.246.970,489.132.783.289,667201246970.0,489132783289.0
