row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu bên khác,Phải thu bên khác,Phải thu bên khác,6.461.865.193.861,5.179.854.569.611,6461865193861.0,5179854569611.0
Công ty Cổ phần Tập đoàn Ecopark,Công ty Cổ phần Tập đoàn Ecopark,Công ty Cổ phần Tập đoàn Ecopark,386.471.696.423,-,386471696423.0,
Công ty Cổ phần Terra Gold Việt Nam,Công ty Cổ phần Terra Gold Việt Nam,Công ty Cổ phần Terra Gold Việt Nam,300.717.361.392,319.431.977.404,300717361392.0,319431977404.0
Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,296.165.372.872,282.194.711.814,296165372872.0,282194711814.0
Công ty Cổ phần Đầu tư Phát triển và Xây dựng Thành Đô,Công ty Cổ phần Đầu tư Phát triển và Xây dựng Thành Đô,Công ty Cổ phần Đầu tư Phát triển và Xây dựng Thành Đô,271.004.379.364,274.005.659.139,271004379364.0,274005659139.0
Công ty TNHH Xây dựng Dân dụng Phú Quốc,Công ty TNHH Xây dựng Dân dụng Phú Quốc,Công ty TNHH Xây dựng Dân dụng Phú Quốc,261.359.853.942,147.609.064.397,261359853942.0,147609064397.0
Công ty TNHH MTV Đầu tư Phát triển Gia Cư,Công ty TNHH MTV Đầu tư Phát triển Gia Cư,Công ty TNHH MTV Đầu tư Phát triển Gia Cư,206.984.489.425,-,206984489425.0,
Công ty Cổ phần Đầu tư và Du lịch Vạn Hương,Công ty Cổ phần Đầu tư và Du lịch Vạn Hương,Công ty Cổ phần Đầu tư và Du lịch Vạn Hương,188.304.200.138,-,188304200138.0,
Công ty Cổ phần Gamuda Land (HCMC),Công ty Cổ phần Gamuda Land (HCMC),Công ty Cổ phần Gamuda Land (HCMC),183.014.129.587,140.334.960.381,183014129587.0,140334960381.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,4.367.843.710.718,4.016.278.196.476,4367843710718.0,4016278196476.0
Phải thu các bên liên quan (Thuyết minh số 30),Phải thu các bên liên quan (Thuyết minh số 30),Phải thu các bên liên quan (Thuyết minh số 30),100.856.864.420,54.023.255.165,100856864420.0,54023255165.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.562.722.058.281,5.233.877.824.776,6562722058281.0,5233877824776.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(931.302.367.655),(212.540.976.385),-931302367655.0,-212540976385.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,5.631.419.690.626,5.021.336.848.391,5631419690626.0,5021336848391.0
