row_label_raw,row_label_full,col_0,col_1,31/12/2025 > Giá trịVND,31/12/2025 > Dự phòngVND,01/01/2025 > Giá trịVND,01/01/2025 > Dự phòngVND,numeric__col_1,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Dự phòngVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Dự phòngVND
a),a),a),Ngắn hạnBên khác,Ngắn hạnBên khác,Ngắn hạnBên khác,Ngắn hạnBên khác,Ngắn hạnBên khác,,,,,
a),a) > a),a),- Công ty TNHH Dây cấp điện Tai Sin,82.503.726.744,-,19.533.698.727,-,,82503726744.0,,19533698727.0,
a),a) > a),a),- Công ty TNHH Sản phẩm Công nghiệp Toshiba Asia,75.826.059.973,-,62.523.569.569,-,,75826059973.0,,62523569569.0,
a),a) > a),a),- Chi nhánh Công ty TNHH Điện cơ Teco (Việt Nam) tại Bình Dương,28.696.308.038,-,52.679.010.885,-,,28696308038.0,,52679010885.0,
a),a) > a),a),- Công ty TNHH Điện cơ Solen (Việt Nam),28.987.303.980,-,48.304.393.677,-,,28987303980.0,,48304393677.0,
a),a) > a),a),- Chi nhánh Công ty Cổ phần Viễn thông FPT,32.540.051.052,-,35.224.062.709,-,,32540051052.0,,35224062709.0,
a),a) > a),a),- Công ty TNHH Bonfiglioli Việt Nam,59.708.852.943,-,7.031.365.533,-,,59708852943.0,,7031365533.0,
a),a) > a),a),- Các khoản phải thu khách hàng khác,225.021.088.850,(1.231.381.091),176.679.201.535,(1.084.813.142),,225021088850.0,-1231381091.0,176679201535.0,-1084813142.0
a),a) > a),a),,533.283.391.580,(1.231.381.091),401.975.302.635,(1.084.813.142),,533283391580.0,-1231381091.0,401975302635.0,-1084813142.0
b),b),b),Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,,
b),b) > b),b),- Khách hàng Dự án Chung cư Samland Giai Việt,220.986.928,-,1.104.934.632,-,,220986928.0,,1104934632.0,
b),b) > b),b),- Khách hàng Dự án Chung cư Samland Airport,7.103.371.000,-,7.790.794.000,-,,7103371000.0,,7790794000.0,
b),b) > b),b),,7.324.357.928,-,8.895.728.632,-,,7324357928.0,,8895728632.0,
