row_label_raw,row_label_full,col_0,col_1,31/12/2025 > Giá trịVND,31/12/2025 > Dự phòngVND,01/01/2025 > Giá trịVND,01/01/2025 > Dự phòngVND,numeric__col_1,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Dự phòngVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Dự phòngVND
a),a),a),Ngắn hạn,,,,,,,,,
a),a) > a),a),"- Ký quỹ, ký cược (4)",5.085.366.520,-,6.173.622.600,-,,5085366520.0,,6173622600.0,
a),a) > a),a),- Tạm ứng,48.315.172.853,-,31.912.818.437,-,,48315172853.0,,31912818437.0,
a),a) > a),a),- Phải thu vốn góp từ các hợp đồng hợp tác đầu tư (1),607.215.821.719,-,424.234.344.356,-,,607215821719.0,,424234344356.0,
a),a) > a),a),"- Phải thu lãi tiền gửi, lãi cho vay",14.779.359.673,-,9.010.845.095,-,,14779359673.0,,9010845095.0,
a),a) > a),a),- Tạm ứng cho Trung tâm Phát triển Quỹ đất Nhơn Trạch (2),37.000.940.000,-,48.037.823.000,-,,37000940000.0,,48037823000.0,
a),a) > a),a),"- Tiền đến bù, giải phóng mặt bằng chờ cần trừ tiền thuê đất (3)",34.742.031.529,-,23.601.993.670,-,,34742031529.0,,23601993670.0,
a),a) > a),a),- Phải thu khác,12.111.007.744,(1.986.480.837),5.093.602.335,-,,12111007744.0,-1986480837.0,5093602335.0,
a),a) > a),a),,759.249.700.038,(1.986.480.837),548.065.049.493,-,,759249700038.0,-1986480837.0,548065049493.0,
b),b),b),Dài hạn,,,,,,,,,
b),b) > b),b),"- Tiền đến bù, giải phóng mặt bằng chờ cần trừ tiền thuê đất (3)",5.408.301.095,-,6.562.000.061,-,,5408301095.0,,6562000061.0,
b),b) > b),b),"- Ký cược, ký quỹ (4)",5.042.920.887,-,5.002.171.233,-,,5042920887.0,,5002171233.0,
b),b) > b),b),,10.451.221.982,-,11.564.171.294,-,,10451221982.0,,11564171294.0,
c),c),c),Trong đó: Phải thu khác là các bên liên quan,,,,,,,,,
c),c) > c),c),- Ông Trần Việt Anh,-,-,1.538.082.192,-,,,,1538082192.0,
c),c) > c),c),- Công ty Cổ phần Phú Hữu Gia,12.270.294.519,-,1.918.904.110,-,,12270294519.0,,1918904110.0,
c),c) > c),c),,12.270.294.519,-,3.456.986.302,-,,12270294519.0,,3456986302.0,
