row_label_raw,row_label_full,Bên vay,Số cuối năm VND,Ngày đáo hạn,Lãi suất %/năm,numeric__Số cuối năm VND,numeric__Ngày đáo hạn,numeric__Lãi suất %/năm
Cho các bên khác vay ngắn hạn,Cho các bên khác vay ngắn hạn,Cho các bên khác vay ngắn hạn,Cho các bên khác vay ngắn hạn,Cho các bên khác vay ngắn hạn,Cho các bên khác vay ngắn hạn,,,
Công ty TNHH Đầu tư Lê Hà Công ty TNHH Chăn nuôi Bình Sơn Công ty TNHH Chăn nuôi Phú Thịnh,Công ty TNHH Đầu tư Lê Hà Công ty TNHH Chăn nuôi Bình Sơn Công ty TNHH Chăn nuôi Phú Thịnh,Công ty TNHH Đầu tư Lê Hà Công ty TNHH Chăn nuôi Bình Sơn Công ty TNHH Chăn nuôi Phú Thịnh,1.379.152.441 500.000.000,Ngày 31 tháng 12 năm 2023 Ngày 20 tháng 3 năm 2023,"12,96 0,00",,,
Công ty TNHH Đầu tư Lê Hà Công ty TNHH Chăn nuôi Bình Sơn Công ty TNHH Chăn nuôi Phú Thịnh,Công ty TNHH Đầu tư Lê Hà Công ty TNHH Chăn nuôi Bình Sơn Công ty TNHH Chăn nuôi Phú Thịnh > Công ty TNHH Đầu tư Lê Hà Công ty TNHH Chăn nuôi Bình Sơn Công ty TNHH Chăn nuôi Phú Thịnh,Công ty TNHH Đầu tư Lê Hà Công ty TNHH Chăn nuôi Bình Sơn Công ty TNHH Chăn nuôi Phú Thịnh,8.772.548,Ngày 31 tháng 3 năm 2023,"10,80",8772548.0,,10.8
TỔNG CỘNG,Công ty TNHH Đầu tư Lê Hà Công ty TNHH Chăn nuôi Bình Sơn Công ty TNHH Chăn nuôi Phú Thịnh > TỔNG CỘNG,TỔNG CỘNG,1.887.924.989,,,1887924989.0,,
Cho bên khác vay dài hạn,Cho bên khác vay dài hạn,Cho bên khác vay dài hạn,Cho bên khác vay dài hạn,Cho bên khác vay dài hạn,Cho bên khác vay dài hạn,,,
Công ty TNHH Chăn nuôi Công Minh Hòa Hội,Cho bên khác vay dài hạn > Công ty TNHH Chăn nuôi Công Minh Hòa Hội,Công ty TNHH Chăn nuôi Công Minh Hòa Hội,675.000.000,Ngày 26 tháng 3 năm 2025,"8,50",675000000.0,,8.5
