row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Năm nay,Ngàn VNDNăm trước,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty liên quan,Cho mượn Mua hàng hóa và dịch vụ,398.208.195,-,,,398208195.0,
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty liên quan,Cho mượn Mua hàng hóa và dịch vụ,180.570.736,38.785.483,,,180570736.0,38785483.0
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty liên quan,Bán hàng và cung cấp dịch vụ,99.243.127,59.194.401,,,99243127.0,59194401.0
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty liên quan,Chuyển nhượng dự án,-,173.143.070,,,,173143070.0
Công ty TNHH MTV Xây lắp điện,Công ty TNHH MTV Xây lắp điện,Công ty TNHH MTV Xây lắp điện,Công ty liên quan,Bán hàng và cung cấp dịch vụ,24.564.938,14.817.045,,,24564938.0,14817045.0
Công ty TNHH MTV Xây lắp điện,Công ty TNHH MTV Xây lắp điện,Công ty TNHH MTV Xây lắp điện,Công ty liên quan,Mua hàng hóa và dịch vụ,17.748.342,-,,,17748342.0,
Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty liên quan,Bán hàng và cung cấp dịch vụ,27.735.918,2.822.196,,,27735918.0,2822196.0
Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty TNHH Tư vấn Đầu tư Xây dựng Thanh Bình,Công ty liên quan,Lãi cho vay,16.661.083,5.555.334,,,16661083.0,5555334.0
Công ty TNHH Phát triển Nông nghiệp MTV Thăng Long,Công ty TNHH Phát triển Nông nghiệp MTV Thăng Long,Công ty TNHH Phát triển Nông nghiệp MTV Thăng Long,Công ty liên quan,Lãi cho vay,17.019.244,-,,,17019244.0,
Công ty TNHH MTV Đại Lộc Hưng Thịnh,Công ty TNHH MTV Đại Lộc Hưng Thịnh,Công ty TNHH MTV Đại Lộc Hưng Thịnh,Công ty liên quan,Lãi cho vay,8.434.522,-,,,8434522.0,
Công ty TNHH An Tiến,Công ty TNHH An Tiến,Công ty TNHH An Tiến,Công ty liên quan,Lãi cho vay,11.363.773,75.771,,,11363773.0,75771.0
Công ty Cổ phần Hưng Thắng Lợi,Công ty Cổ phần Hưng Thắng Lợi,Công ty Cổ phần Hưng Thắng Lợi,Công ty liên quan,Vay,30.091.300,-,,,30091300.0,
Công ty Cổ phần Hưng Thắng Lợi,Công ty Cổ phần Hưng Thắng Lợi,Công ty Cổ phần Hưng Thắng Lợi,Công ty liên quan,Lãi vay,10.170.174,-,,,10170174.0,
Bà Trương Thị Trúc Thiên Trang,Bà Trương Thị Trúc Thiên Trang,Bà Trương Thị Trúc Thiên Trang,Bên liên quan,Lãi cho vay,7.584.732,-,,,7584732.0,
