row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Cho bên khác vay,Ngắn hạn > Cho bên khác vay,Cho bên khác vay,46.433.787.734,10.199.140.071,46433787734.0,10199140071.0
Công ty TNHH Địa ốc Chân trời mới,Ngắn hạn > Công ty TNHH Địa ốc Chân trời mới,Công ty TNHH Địa ốc Chân trời mới,36.437.313.395,-,36437313395.0,
Các bên khác,Ngắn hạn > Các bên khác,Các bên khác,9.996.474.339,10.199.140.071,9996474339.0,10199140071.0
Cho bên liên quan vay (Thuyết minh số 33),Ngắn hạn > Cho bên liên quan vay (Thuyết minh số 33),Cho bên liên quan vay (Thuyết minh số 33),11.000.000.000,-,11000000000.0,
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,57.433.787.734,10.199.140.071,57433787734.0,10199140071.0
Dự phòng phải thu về cho vay ngắn hạn khóđời,Ngắn hạn > Dự phòng phải thu về cho vay ngắn hạn khóđời,Dự phòng phải thu về cho vay ngắn hạn khóđời,(14.101.194.019),(2.400.000.000),-14101194019.0,-2400000000.0
GIÁ TRỊ THUẦN,Ngắn hạn > GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,43.332.593.715,7.799.140.071,43332593715.0,7799140071.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Huỳnh Đặng Minh Tuấn,Dài hạn > Huỳnh Đặng Minh Tuấn,Huỳnh Đặng Minh Tuấn,20.000.000.000,-,20000000000.0,
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,63.332.593.715,7.799.140.071,63332593715.0,7799140071.0
