row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Phước Sơn,Phước Sơn,Phước Sơn,Hoàn tiền ứng trước,150.750.000.000,-,,150750000000.0,
Phước Sơn,Phước Sơn,Phước Sơn,Thanh toán lãi vay,64.800.000.000,-,,64800000000.0,
BĐS Đồng Nai,BĐS Đồng Nai,BĐS Đồng Nai,Hoàn tiền ứng trước,140.325.000.000,-,,140325000000.0,
BĐS Đồng Nai,BĐS Đồng Nai,BĐS Đồng Nai,Cán trừ công nợ,25.500.000.000,-,,25500000000.0,
Thăng Long Pertro,Thăng Long Pertro,Thăng Long Pertro,Hoàn trả tiền vốn hợp tác,112.489.220.930,-,,112489220930.0,
Công nghệ Ihouzz,Công nghệ Ihouzz,Công nghệ Ihouzz,Cán trừ công nợ,10.000.000.000,-,,10000000000.0,
Công nghệ Ihouzz,Công nghệ Ihouzz,Công nghệ Ihouzz,Phí cung cấp phần mềm,831.148.431,5.098.730.861,,831148431.0,5098730861.0
Vicco Saigon,Vicco Saigon,Vicco Saigon,Tiền thuê văn phòng,2.566.070.280,2.566.070.280,,2566070280.0,2566070280.0
Regal Group,Regal Group,Regal Group,Thu hồi phải thu,-,62.275.465.896,,,62275465896.0
Regal Group,Regal Group,Regal Group,Doanh thu HĐHTKD,-,13.901.106.227,,,13901106227.0
Saigon Riverside,Saigon Riverside,Saigon Riverside,Hoàn tiền HĐHTKD,-,350.308.642.030,,,350308642030.0
