row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Hà An,Hà An,Hà An,Góp vốn,1.118.500.000.000,-,,1118500000000.0,
Hà An,Hà An,Hà An,Thu cổ tức,515.639.094.289,244.741.965.637,,515639094289.0,244741965637.0
Hà An,Hà An,Hà An,Trả gốc vay,505.685.883.050,536.374.645.896,,505685883050.0,536374645896.0
Hà An,Hà An,Hà An,Nhận ký quỹ,454.765.000.000,-,,454765000000.0,
Hà An,Hà An,Hà An,Cổ tức,401.402.621.850,359.039.396.976,,401402621850.0,359039396976.0
Hà An,Hà An,Hà An,Cấn trừ công nợ,168.174.471.054,47.000.000.000,,168174471054.0,47000000000.0
Hà An,Hà An,Hà An,Doanh thu phát triển dự án,70.800.000.000,-,,70800000000.0,
Hà An,Hà An,Hà An,Lãi vay,32.341.713.738,71.840.815.481,,32341713738.0,71840815481.0
Hà An,Hà An,Hà An,Doanh thu cho thuê BĐS,8.149.090.908,11.440.762.460,,8149090908.0,11440762460.0
Hà An,Hà An,Hà An,Doanh thu bán căn hộ,4.987.682.957,-,,4987682957.0,
Hà An,Hà An,Hà An,Vay,-,385.000.000.000,,,385000000000.0
Lương Trí Thìn,Lương Trí Thìn,Lương Trí Thìn,Hoàn tiền đi vay,180.000.000.000,-,,180000000000.0,
Lương Trí Thìn,Lương Trí Thìn,Lương Trí Thìn,Vay,30.000.000.000,150.000.000.000,,30000000000.0,150000000000.0
Lương Trí Thìn,Lương Trí Thìn,Lương Trí Thìn,Thanh toán lãi vay,5.253.352.559,1.153.972.603,,5253352559.0,1153972603.0
Lương Trí Thìn,Lương Trí Thìn,Lương Trí Thìn,Lãi vay,3.119.826.966,3.348.233.598,,3119826966.0,3348233598.0
Hội An Invest,Hội An Invest,Hội An Invest,Thanh toán lãi vay,77.518.422.226,-,,77518422226.0,
Hội An Invest,Hội An Invest,Hội An Invest,Thanh toán phạt vi phạm hợp đồng,14.985.780.000,-,,14985780000.0,
Hội An Invest,Hội An Invest,Hội An Invest,Trả gốc đi vay,-,207.275.000.000,,,207275000000.0
Hội An Invest,Hội An Invest,Hội An Invest,Thu tiền chuyển nhượng vốn,-,166.496.340.000,,,166496340000.0
Hội An Invest,Hội An Invest,Hội An Invest,Phạt vi phạm hợp đồng,-,14.985.780.000,,,14985780000.0
Hội An Invest,Hội An Invest,Hội An Invest,Lãi vay,-,3.539.510.892,,,3539510892.0
