row_label_raw,row_label_full,col_0,col_1,31/12/2018 > Giá trịVND,31/12/2018 > Dự phòngVND,09/10/2018 > Giá trịVND,09/10/2018 > Dự phòngVND,numeric__col_1,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Dự phòngVND,numeric__09/10/2018 > Giá trịVND,numeric__09/10/2018 > Dự phòngVND
a),a),a),Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,
a),a) > a),a),Công ty Cổ phần Lương thực Hậu Giang,73.226.957.750,(63.726.957.750),73.226.957.750,-,,73226957750.0,-63726957750.0,73226957750.0,
a),a) > a),a),Công ty TNHH Xuất Nhập Khẩu Thương Mại Võ Thị Thu Hà,87.991.938.232,(84.620.041.732),87.991.938.232,-,,87991938232.0,-84620041732.0,87991938232.0,
a),a) > a),a),Công ty TNHH MTV Hòa Tân Lộc,78.629.955.300,(77.547.337.612),78.629.955.300,-,,78629955300.0,-77547337612.0,78629955300.0,
a),a) > a),a),Công ty TNHH Đầu tư Bình Lợi,12.709.500.000,(12.709.500.000),12.709.500.000,-,,12709500000.0,-12709500000.0,12709500000.0,
a),a) > a),a),Công ty Cổ phần Tập đoàn Thịnh Phát Kon Tum,77.481.437.313,(77.481.437.313),77.481.437.313,-,,77481437313.0,-77481437313.0,77481437313.0,
a),a) > a),a),Công ty TNHH Phương Huệ,5.957.565.050,(5.957.565.050),5.957.565.050,-,,5957565050.0,-5957565050.0,5957565050.0,
a),a) > a),a),Các khoản trả trước cho người bán khác,23.085.208.979,(6.351.802.815),21.037.081.721,-,,23085208979.0,-6351802815.0,21037081721.0,
,,,,359.082.562.624,(328.394.642.272),357.034.435.366,-,,359082562624.0,-328394642272.0,357034435366.0,
b),a) > b),b),Trả trước cho người bán là các bên liên quan(Xem thông tin chỉ tiết tại Thuyết minh 40),73.251.924.739,(63.726.957.750),74.057.753.400,-,,73251924739.0,-63726957750.0,74057753400.0,
