row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm 2022 VND,Năm 2021 VND,numeric__Nội dung nghiệp vụ,numeric__Năm 2022 VND,numeric__Năm 2021 VND
Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Chuyển tiền góp vốn,-,30.000.000.000,,,30000000000.0
Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Phải thu dịch vụ môi giới,-,19.568.639.793,,,19568639793.0
Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Phải thu phí dịch vụ và quản lý,6.994.818.230,13.939.163.751,,6994818230.0,13939163751.0
Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Chi phí chuyển nhượng cản hộ,-,32.476.427.394,,,32476427394.0
Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Cho vay,-,2.000.000.000,,,2000000000.0
Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Phải thu lãi vay,-,1.044.166.666,,,1044166666.0
Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Phải trả tiền thuê mặt bằng,-,633.867.783,,,633867783.0
Ông Trần Quốc Tấn,Ông Trần Quốc Tấn,Ông Trần Quốc Tấn,Phát hành trái phiếu,-,20.000.000.000,,,20000000000.0
Bà Trần Thị Thái Bình,Bà Trần Thị Thái Bình,Bà Trần Thị Thái Bình,Nhận tiền đi vay,-,14.695.991.463,,,14695991463.0
Bà Trần Thị Thái Bình,Bà Trần Thị Thái Bình,Bà Trần Thị Thái Bình,Hoàn trả tiền vay,-,64.695.991.463,,,64695991463.0
Bà Trần Thị Thái Bình,Bà Trần Thị Thái Bình,Bà Trần Thị Thái Bình,Doanh thu chuyển nhượng bất động sản,9.358.392.365,-,,9358392365.0,
Ông Đình Thế Quỳnh,Ông Đình Thế Quỳnh,Ông Đình Thế Quỳnh,Hoàn trả tiền vay,-,35.000.000.000,,,35000000000.0
Ông Đình Thế Quỳnh,Ông Đình Thế Quỳnh,Ông Đình Thế Quỳnh,Cho vay,-,11.800.000.000,,,11800000000.0
Ông Đình Thế Quỳnh,Ông Đình Thế Quỳnh,Ông Đình Thế Quỳnh,Lãi vay phải thu,,775.657.534,,,775657534.0
Ông Đình Thế Quỳnh,Ông Đình Thế Quỳnh,Ông Đình Thế Quỳnh,Lãi vay phải trả,,537.197.260,,,537197260.0
Ông Đỗ Quý Chiến,Ông Đỗ Quý Chiến,Ông Đỗ Quý Chiến,Doanh thu chuyển nhượng bất động sản,-,6.467.101.920,,,6467101920.0
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Cho vay,-,277.577.799.600,,,277577799600.0
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Lãi vay phải thu,-,15.029.510.365,,,15029510365.0
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Nhận tiền cọc,-,1.621.218.182,,,1621218182.0
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Chuyển tiền đạt cọc,-,355.275.600.000,,,355275600000.0
Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Hoàn trả tiền vay,-,35.000.000.000,,,35000000000.0
Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Nhận tiền cọc dự án,-,1.640.909.091,,,1640909091.0
Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Nhận Tiền vay,-,12.000.000.000,,,12000000000.0
Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Ông Lại Quốc Thắng,Trả gốc vay,-,2.000.000.000,,,2000000000.0
Công ty Địa ốc Hải Phát,Công ty Địa ốc Hải Phát,Công ty Địa ốc Hải Phát,"Phí dịch vụ môi giới, marketing",40.061.513.441,-,,40061513441.0,
Công ty Địa ốc Hải Phát,Công ty Địa ốc Hải Phát,Công ty Địa ốc Hải Phát,Doanh thu cho thuê mặt bằng và dịch vụ,283.462.044,-,,283462044.0,
Công ty Phúc Thành,Công ty Phúc Thành,Công ty Phúc Thành,Mua bề tông thương phẩm,11.851.851.500,-,,11851851500.0,
Công ty Bình Minh,Công ty Bình Minh,Công ty Bình Minh,Chuyển tiền cho vay,65.000.000,-,,65000000.0,
