row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Dự phòng,Số cuối năm > Giá trị có thể thu hồi,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,Số đầu năm > Giá trị có thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị có thể thu hồi,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị có thể thu hồi
"Ban QLDA cải tạo, nâng cấp đường cứu hộ đề bối sông Luộc Hưng Yên","Ban QLDA cải tạo, nâng cấp đường cứu hộ đề bối sông Luộc Hưng Yên","Ban QLDA cải tạo, nâng cấp đường cứu hộ đề bối sông Luộc Hưng Yên",2.283.781.000,2.283.781.000,-,2.283.781.000,2.283.781.000,-,2283781000.0,2283781000.0,,2283781000.0,2283781000.0,
Cá nhân 1 (*),Cá nhân 1 (*),Cá nhân 1 (*),1.067.050.662,1.067.050.662,-,2.567.050.662,2.567.050.662,-,1067050662.0,1067050662.0,,2567050662.0,2567050662.0,
Cá nhân 2 (**),Cá nhân 2 (**),Cá nhân 2 (**),513.448.468,513.448.468,-,2.113.448.468,2.113.448.468,-,513448468.0,513448468.0,,2113448468.0,2113448468.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,25.601.635.033,24.154.398.478,1.447.236.555,33.094.411.720,28.185.175.935,4.909.235.785,25601635033.0,24154398478.0,1447236555.0,33094411720.0,28185175935.0,4909235785.0
Cộng,Cộng,Cộng,29.465.915.163,28.018.678.608,1.447.236.555,40.058.691.850,35.149.456.065,4.909.235.785,29465915163.0,28018678608.0,1447236555.0,40058691850.0,35149456065.0,4909235785.0
