row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Doanh thu bán hàng và cung cấp dịch vụ (Thuyết minh số 29),Doanh thu bán hàng và cung cấp dịch vụ (Thuyết minh số 29),Doanh thu bán hàng và cung cấp dịch vụ (Thuyết minh số 29),Doanh thu bán hàng và cung cấp dịch vụ (Thuyết minh số 29),18.137.323.415,33.057.377.544,,18137323415.0,33057377544.0
Ông Nguyễn Thế Mạnh,Ông Nguyễn Thế Mạnh,Ông Nguyễn Thế Mạnh,Doanh thu chuyển nhượng bất động sản,7.469.671.629,-,,7469671629.0,
Công ty Cổ phần Quản lý & Vận hành S-Service,Công ty Cổ phần Quản lý & Vận hành S-Service,Công ty Cổ phần Quản lý & Vận hành S-Service,Doanh thu cho thuê căn hộ,5.570.699.993,7.049.458.365,,5570699993.0,7049458365.0
Ngân hàng TMCP Kiên Long,Ngân hàng TMCP Kiên Long,Ngân hàng TMCP Kiên Long,Doanh thu cho thuê bất động sản,1.559.192.724,1.484.945.455,,1559192724.0,1484945455.0
Công ty TNHH Kinh doanh Thương mại và Dịch vụSunshine Mart,Công ty TNHH Kinh doanh Thương mại và Dịch vụSunshine Mart,Công ty TNHH Kinh doanh Thương mại và Dịch vụSunshine Mart,Doanh thu cho thuê sản thương mại,1.661.738.322,2.219.040.000,,1661738322.0,2219040000.0
Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Doanh thu cho thuê xe ô tô,777.777.776,777.777.776,,777777776.0,777777776.0
Công ty Cổ phần Đầu tư và Phát triển BDS CMQ,Công ty Cổ phần Đầu tư và Phát triển BDS CMQ,Công ty Cổ phần Đầu tư và Phát triển BDS CMQ,Doanh thu cho thuê sản thương mại,582.342.785,-,,582342785.0,
Công ty Cổ phần Đầu tư và Công nghệ Vietnet,Công ty Cổ phần Đầu tư và Công nghệ Vietnet,Công ty Cổ phần Đầu tư và Công nghệ Vietnet,Doanh thu dịch vụ quản lý tòa nhà và cho thuê,498.964.702,-,,498964702.0,
Công ty Cổ phần Tập đoàn Công nghệ & Tài chính Noblex,Công ty Cổ phần Tập đoàn Công nghệ & Tài chính Noblex,Công ty Cổ phần Tập đoàn Công nghệ & Tài chính Noblex,Doanh thu cho thuê xe,16.935.484,-,,16935484.0,
Bà Đỗ Minh Phương,Bà Đỗ Minh Phương,Bà Đỗ Minh Phương,Doanh thu chuyển nhượng bất động sản,-,21.523.691.948,,,21523691948.0
Công ty Cổ phần Sunshine AM,Công ty Cổ phần Sunshine AM,Công ty Cổ phần Sunshine AM,Doanh thu cho thuê sản thương mại,-,2.464.000,,,2464000.0
Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,271.417.835.986,20.764.777.048,,271417835986.0,20764777048.0
