row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Lãi suất%/năm,Số cuối năm,Ngàn VNDSố đầu năm,numeric__Mối quan hệ,numeric__Lãi suất%/năm,numeric__Số cuối năm,numeric__Ngàn VNDSố đầu năm
Phải thu về cho vay ngắn hạn (TM số 8),Phải thu về cho vay ngắn hạn (TM số 8),Phải thu về cho vay ngắn hạn (TM số 8),Phải thu về cho vay ngắn hạn (TM số 8),Phải thu về cho vay ngắn hạn (TM số 8),Phải thu về cho vay ngắn hạn (TM số 8),Phải thu về cho vay ngắn hạn (TM số 8),,,,
Công ty Cổ phần Đầu tư Bấtdộng sản An Phú (i),Phải thu về cho vay ngắn hạn (TM số 8) > Công ty Cổ phần Đầu tư Bấtdộng sản An Phú (i),Công ty Cổ phần Đầu tư Bấtdộng sản An Phú (i),Công tyliên quan,(i),726.516.211,2.860.085.936,,,726516211.0,2860085936.0
Công ty Cổ phần Cao suTrung Nguyên,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty Cổ phần Cao suTrung Nguyên,Công ty Cổ phần Cao suTrung Nguyên,Công tyliên quan(trước đây),11 - 13%,-,473.358.579,,,,473358579.0
Ông Nguyễn Hoàng Nguyên,Phải thu về cho vay ngắn hạn (TM số 8) > Ông Nguyễn Hoàng Nguyên,Ông Nguyễn Hoàng Nguyên,Bên liên quan,,-,92.867.100,,,,92867100.0
Công ty Cổ phầnChăn nuôi Gia Lai,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty Cổ phầnChăn nuôi Gia Lai,Công ty Cổ phầnChăn nuôi Gia Lai,Công tyliên kết,"10,8 -11%",660.000.000,67.860.980,,,660000000.0,67860980.0
Ông Phan Thanh Thủ,Phải thu về cho vay ngắn hạn (TM số 8) > Ông Phan Thanh Thủ,Ông Phan Thanh Thủ,Thành viênHĐQT,11%,-,30.434.400,,0.11,,30434400.0
Công ty Cổ phầnXây dựng Huynh Đệ,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty Cổ phầnXây dựng Huynh Đệ,Công ty Cổ phầnXây dựng Huynh Đệ,Công tyliên quan,7-13%,-,26.190.000,,,,26190000.0
Ông Đỗ Thái Cơ,Phải thu về cho vay ngắn hạn (TM số 8) > Ông Đỗ Thái Cơ,Ông Đỗ Thái Cơ,Bên liên quan,11%,-,16.157.837,,0.11,,16157837.0
Công ty Cổ phần Đầu tưSài Gòn Mê Kông,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty Cổ phần Đầu tưSài Gòn Mê Kông,Công ty Cổ phần Đầu tưSài Gòn Mê Kông,Công tyliên quan,7 - 11%,-,13.433.052,,,,13433052.0
Ông Đoàn Nguyên Đức,Phải thu về cho vay ngắn hạn (TM số 8) > Ông Đoàn Nguyên Đức,Ông Đoàn Nguyên Đức,Chủ tịch,11%,-,663.896,,0.11,,663896.0
Công ty Cổ phần Dịch vụ Quảnlý Bất động sản Hoàng Anh,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty Cổ phần Dịch vụ Quảnlý Bất động sản Hoàng Anh,Công ty Cổ phần Dịch vụ Quảnlý Bất động sản Hoàng Anh,Công tyliên quan,,500.000,500.000,,,500000.0,500000.0
Công ty Cổ phầnPhú Hoàng Anh,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty Cổ phầnPhú Hoàng Anh,Công ty Cổ phầnPhú Hoàng Anh,Công tyliên quan,"10,5%",189.000.000,-,,0.105,189000000.0,
Công ty TNHH MTV VạnPhúc Hưng,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty TNHH MTV VạnPhúc Hưng,Công ty TNHH MTV VạnPhúc Hưng,Công tyliên quan,,14.130.278,-,,,14130278.0,
Công ty TNHH Thương mạiDịch vụ Minh Tuấn,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty TNHH Thương mạiDịch vụ Minh Tuấn,Công ty TNHH Thương mạiDịch vụ Minh Tuấn,Công tyliên quan,"11,53 -16,45%",54.140.387,-,,,54140387.0,
Công ty TNHH Mia ĐườngHoàng Anh Attapeu,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty TNHH Mia ĐườngHoàng Anh Attapeu,Công ty TNHH Mia ĐườngHoàng Anh Attapeu,Công tyliên quan,,14.500.000,-,,,14500000.0,
Công ty TNHH Thương mạivà Dịch vụ Trúc Thịnh,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty TNHH Thương mạivà Dịch vụ Trúc Thịnh,Công ty TNHH Thương mạivà Dịch vụ Trúc Thịnh,Công tyliên quan,,126.017.532,-,,,126017532.0,
Công ty TNHH MTV Nguyênvật liệu Hoàng Thơ,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty TNHH MTV Nguyênvật liệu Hoàng Thơ,Công ty TNHH MTV Nguyênvật liệu Hoàng Thơ,Công tyliên quan,,115.917.134,-,,,115917134.0,
Công ty TNHH An Tiến,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty TNHH An Tiến,Công ty TNHH An Tiến,Công tyliên quan,"6,5 - 12%",14.500.000,-,,,14500000.0,
Công ty TNHH Phát triển Nôngnghiệp MTV Thăng Long,Phải thu về cho vay ngắn hạn (TM số 8) > Công ty TNHH Phát triển Nôngnghiệp MTV Thăng Long,Công ty TNHH Phát triển Nôngnghiệp MTV Thăng Long,Công tyliên quan,"12,5%",61.397.808,-,,0.125,61397808.0,
TỔNG CỘNG (*),Phải thu về cho vay ngắn hạn (TM số 8) > TỔNG CỘNG (*),TỔNG CỘNG (*),,,1.976.619.350,3.581.551.780,,,1976619350.0,3581551780.0
