row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,NgànVND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__NgànVND Số đầu năm
Phải thu dài hạn khác (TM số 9),Phải thu dài hạn khác (TM số 9),Phải thu dài hạn khác (TM số 9),Phải thu dài hạn khác (TM số 9),Phải thu dài hạn khác (TM số 9),Phải thu dài hạn khác (TM số 9),Phải thu dài hạn khác (TM số 9),,,,
Công ty Cổ phầnchăn nuôi Gia Lai,Phải thu dài hạn khác (TM số 9) > Công ty Cổ phầnchăn nuôi Gia Lai,Công ty Cổ phầnchăn nuôi Gia Lai,Công tyliên quan,Lãi cho vayPhải thu BCC,60.368.691109.650.981,-,,,6.0368691109650984e+16,
Công ty Cổ phần Đầu tưBất động sản An Phú,Phải thu dài hạn khác (TM số 9) > Công ty Cổ phần Đầu tưBất động sản An Phú,Công ty Cổ phần Đầu tưBất động sản An Phú,Công tyliên quan,Lãi cho vay,20.987.500,-,,,20987500.0,
Công ty TNHH MTVPhát triển Nông nghiệpĐại Thắng,Phải thu dài hạn khác (TM số 9) > Công ty TNHH MTVPhát triển Nông nghiệpĐại Thắng,Công ty TNHH MTVPhát triển Nông nghiệpĐại Thắng,Công tyliên quan,Cho mượn,102.439.202,-,,,102439202.0,
Công ty TNHHPhát triển Nông nghiệpMTV Thắng Long,Phải thu dài hạn khác (TM số 9) > Công ty TNHHPhát triển Nông nghiệpMTV Thắng Long,Công ty TNHHPhát triển Nông nghiệpMTV Thắng Long,Công tyliên quan,Cho mượn,295.543.906,-,,,295543906.0,
TỔNG CỘNG,Phải thu dài hạn khác (TM số 9) > TỔNG CỘNG,TỔNG CỘNG,,,588.990.280,-,,,588990280.0,
