row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả người bán ngắn hạn (TM số 20),Phải trả người bán ngắn hạn (TM số 20),Phải trả người bán ngắn hạn (TM số 20),Phải trả người bán ngắn hạn (TM số 20),Phải trả người bán ngắn hạn (TM số 20),Phải trả người bán ngắn hạn (TM số 20),Phải trả người bán ngắn hạn (TM số 20),,,,
Công ty Cổ phần Cao su Trung Nguyên,Phải trả người bán ngắn hạn (TM số 20) > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty liên quan(trước đây),Phải trả phát triển vườn cây,-,(60.549.000),,,,-60549000.0
Công ty Cổ phần Chăn nuôi Gia Lai,Phải trả người bán ngắn hạn (TM số 20) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên kết,Mua máy móc thiết bị Mua hàng hóa và dịch vụ,-,(23.204.432),,,,-23204432.0
Công ty Cổ phần Chăn nuôi Gia Lai,Phải trả người bán ngắn hạn (TM số 20) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên kết,Mua máy móc thiết bị Mua hàng hóa và dịch vụ,(57.589.718),(9.136.427),,,-57589718.0,-9136427.0
Công ty Cổ phần Xây dựng Huynh Độ,Phải trả người bán ngắn hạn (TM số 20) > Công ty Cổ phần Xây dựng Huynh Độ,Công ty Cổ phần Xây dựng Huynh Độ,Công ty liên quan,Phải trả nhà thầu xây dựng,-,(8.140.692),,,,-8140692.0
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (TM số 20) > Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty liên quan,Mua hàng hóa và dịch vụ,(4.172.853),(1.462.695),,,-4172853.0,-1462695.0
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Phải trả người bán ngắn hạn (TM số 20) > Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty liên quan,Mua hàng hóa và dịch vụ,(3.195.941),-,,,-3195941.0,
Các bên liên quan khác,Phải trả người bán ngắn hạn (TM số 20) > Các bên liên quan khác,Các bên liên quan khác,Công ty liên quan,Mua hàng hóa,(65.000),(28.060),,,-65000.0,-28060.0
TỔNG CỘNG,Phải trả người bán ngắn hạn (TM số 20) > TỔNG CỘNG,TỔNG CỘNG,,,(65.023.512),(102.521.306),,,-65023512.0,-102521306.0
Người mua trả tiền trước ngắn hạn (TM số 21),Người mua trả tiền trước ngắn hạn (TM số 21),Người mua trả tiền trước ngắn hạn (TM số 21),Người mua trả tiền trước ngắn hạn (TM số 21),Người mua trả tiền trước ngắn hạn (TM số 21),Người mua trả tiền trước ngắn hạn (TM số 21),Người mua trả tiền trước ngắn hạn (TM số 21),,,,
Công ty Cổ phần Chăn nuôi Gia Lai,Người mua trả tiền trước ngắn hạn (TM số 21) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên kết,Ứng trước dịch vụ xây dựng và mua hàng hóa,(193.716.544),(251.804.507),,,-193716544.0,-251804507.0
Công ty Cổ phần Chăn nuôi Gia Lai,Người mua trả tiền trước ngắn hạn (TM số 21) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên kết,Ứng trước dịch vụ xây dựng và mua hàng hóa,(193.716.544),(251.804.507),,,-193716544.0,-251804507.0
Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Người mua trả tiền trước ngắn hạn (TM số 21) > Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,Công ty liên quan,Ứng trước mua hàng hóa và dịch vụ,(24.395.000),-,,,-24395000.0,
Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Người mua trả tiền trước ngắn hạn (TM số 21) > Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Công ty TNHH MTV Nguyên vật liệu Hoàng Thơ,Công ty liên quan,Ứng trước dịch vụ xây dựng và mua hàng hóa,(23.560),-,,,-23560.0,
TỔNG CỘNG,Người mua trả tiền trước ngắn hạn (TM số 21) > TỔNG CỘNG,TỔNG CỘNG,,,(218.135.104),(251.804.507),,,-218135104.0,-251804507.0
