row_label_raw,row_label_full,Bên đi vay,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Công ty TNHH Đầu tư Bất động sản Hưng Phú,Công ty TNHH Đầu tư Bất động sản Hưng Phú,Công ty TNHH Đầu tư Bất động sản Hưng Phú,410.602.000.000,527.000.000.000,410602000000.0,527000000000.0
Công ty TNHH Đầu tư Tân Điền,Công ty TNHH Đầu tư Tân Điền,Công ty TNHH Đầu tư Tân Điền,215.650.000.000,-,215650000000.0,
Ông Nguyễn Hồng Phong,Ông Nguyễn Hồng Phong,Ông Nguyễn Hồng Phong,146.395.720.000,270.525.720.000,146395720000.0,270525720000.0
Công ty TNHH REQ,Công ty TNHH REQ,Công ty TNHH REQ,-,397.485.000.000,,397485000000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,122.660.736.121,137.228.000.000,122660736121.0,137228000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,895.308.456.121,1.332.238.720.000,895308456121.0,1332238720000.0
