row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm 2023 VND,Năm 2022 VND,numeric__Nội dung nghiệp vụ,numeric__Năm 2023 VND,numeric__Năm 2022 VND
Công ty Đại Đông Á (*),Công ty Đại Đông Á (*),Công ty Đại Đông Á (*),Phải thu phí dịch vụ,-,129.536.364,,,129536364.0
Công ty Hạ tầng đường sắt (*),Công ty Hạ tầng đường sắt (*),Công ty Hạ tầng đường sắt (*),Phải thu phí dịch vụ,-,45.818.182,,,45818182.0
Công ty Hạ tầng đường sắt (*),Công ty Hạ tầng đường sắt (*),Công ty Hạ tầng đường sắt (*),Chuyển tiền Hợp tác đầu tư,-,201.000.000.000,,,201000000000.0
Công ty Hạ tầng đường sắt (*),Công ty Hạ tầng đường sắt (*),Công ty Hạ tầng đường sắt (*),"Cổ tức, lợi nhuận được chia",-,79.301.007.285,,,79301007285.0
Công ty Hạ tầng đường sắt (*),Công ty Hạ tầng đường sắt (*),Công ty Hạ tầng đường sắt (*),Nhận tiền hợp tác đầu tư,-,144.091.689.634,,,144091689634.0
Công ty Hạ tầng đường sắt (*),Công ty Hạ tầng đường sắt (*),Công ty Hạ tầng đường sắt (*),Phải trả phí dịch vụ môi giới,,,,,
Công ty Hải Phát Land,Công ty Hạ tầng đường sắt (*) > Công ty Hải Phát Land,Công ty Hải Phát Land,Phí dịch vụ môi giới,-,513.982.467,,,513982467.0
Công ty Hải Phát Land,Công ty Hạ tầng đường sắt (*) > Công ty Hải Phát Land,Công ty Hải Phát Land,Phải trả lãi từ dòng tiền quản lý vốn tập trung,-,2.663.595.000,,,2663595000.0
Công ty Hải Phát Land,Công ty Hạ tầng đường sắt (*) > Công ty Hải Phát Land,Công ty Hải Phát Land,Mua thanh lý tài sản,-,82.007.842,,,82007842.0
Công ty Hải Phát Land,Công ty Hạ tầng đường sắt (*) > Công ty Hải Phát Land,Công ty Hải Phát Land,Doanh thu phí dịch vụ môi giới,-,10.624.642.794,,,10624642794.0
Công ty Hải Phát Land,Công ty Hạ tầng đường sắt (*) > Công ty Hải Phát Land,Công ty Hải Phát Land,Trả khác,-,70.000.000.000,,,70000000000.0
Công ty ANTV,Công ty Hạ tầng đường sắt (*) > Công ty ANTV,Công ty ANTV,Phí dịch vụ bảo vệ,19.262.402.000,10.289.440.000,,19262402000.0,10289440000.0
Công ty An Land,Công ty Hạ tầng đường sắt (*) > Công ty An Land,Công ty An Land,"Chi phí tiền điện, phí dịch vụ phải trả",1.358.147.827,986.405.769,,1358147827.0,986405769.0
Công ty An Land,Công ty Hạ tầng đường sắt (*) > Công ty An Land,Công ty An Land,Doanh thu quản lý vận hành,2.296.458.104,1.681.860.321,,2296458104.0,1681860321.0
Công ty BT Hà Đông,Công ty Hạ tầng đường sắt (*) > Công ty BT Hà Đông,Công ty BT Hà Đông,Chuyển tiền góp vốn,-,1.383.900.000,,,1383900000.0
Công ty Ciencon5,Công ty Hạ tầng đường sắt (*) > Công ty Ciencon5,Công ty Ciencon5,Chi phí xây dựng Doanh thu cho thuê mặt bằng; phi dịch vụ,-,15.929.026.740,,,15929026740.0
Công ty Ciencon5,Công ty Hạ tầng đường sắt (*) > Công ty Ciencon5,Công ty Ciencon5,Chi phí xây dựng Doanh thu cho thuê mặt bằng; phi dịch vụ,27.200.001,434.188.431,,27200001.0,434188431.0
Công ty Hải Phát Thủ Đô,Công ty Hạ tầng đường sắt (*) > Công ty Hải Phát Thủ Đô,Công ty Hải Phát Thủ Đô,Phải thu phí dịch vụ và quản lý,3.479.413.020,6.994.818.230,,3479413020.0,6994818230.0
Bà Trần Thị Thái Bình,Công ty Hạ tầng đường sắt (*) > Bà Trần Thị Thái Bình,Bà Trần Thị Thái Bình,Doanh thu chuyển nhượng bất động sản,-,9.358.392.365,,,9358392365.0
Ông Đỗ Quý Thành,Công ty Hạ tầng đường sắt (*) > Ông Đỗ Quý Thành,Ông Đỗ Quý Thành,Doanh thu chuyển nhượng bất động sản,9.811.909.091,-,,9811909091.0,
Công ty Địa ốc Hải Phát (*),Công ty Hạ tầng đường sắt (*) > Công ty Địa ốc Hải Phát (*),Công ty Địa ốc Hải Phát (*),"Phí dịch vụ môi giới, marketing",-,40.061.513.441,,,40061513441.0
Công ty Địa ốc Hải Phát (*),Công ty Hạ tầng đường sắt (*) > Công ty Địa ốc Hải Phát (*),Công ty Địa ốc Hải Phát (*),Doanh thu cho thuê mặt bằng và dịch vụ,-,283.462.044,,,283462044.0
Công ty Phúc Thành,Công ty Hạ tầng đường sắt (*) > Công ty Phúc Thành,Công ty Phúc Thành,Mua bê tông thương phẩm,2.412.072.350,11.851.851.500,,2412072350.0,11851851500.0
Công ty Bình Minh,Công ty Hạ tầng đường sắt (*) > Công ty Bình Minh,Công ty Bình Minh,Chuyển tiền cho vay,-,65.000.000,,,65000000.0
