row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Hà An,Hà An,Hà An,Góp vốn,3.298.100.000.000,1.118.500.000.000,,3298100000000.0,1118500000000.0
Hà An,Hà An,Hà An,Hoàn cọc,1.397.000.000.000,-,,1397000000000.0,
Hà An,Hà An,Hà An,Trả gốc vay,400.000.000.000,505.685.883.050,,400000000000.0,505685883050.0
Hà An,Hà An,Hà An,Cần trừ công nợ,319.725.996.857,168.174.471.054,,319725996857.0,168174471054.0
Hà An,Hà An,Hà An,Trả tiền thu hộ,387.964.800.000,-,,387964800000.0,
Hà An,Hà An,Hà An,Phí dịch vụ môi giới,41.564.370.406,-,,41564370406.0,
Hà An,Hà An,Hà An,Doanh thu phát triển dự án,27.500.000.000,70.800.000.000,,27500000000.0,70800000000.0
Hà An,Hà An,Hà An,Lãi vay,10.091.917.810,32.341.713.738,,10091917810.0,32341713738.0
Hà An,Hà An,Hà An,Doanh thu cho thuê BĐS,8.552.727.272,8.149.090.908,,8552727272.0,8149090908.0
Hà An,Hà An,Hà An,Thu cổ tức,-,515.639.094.289,,,515639094289.0
Hà An,Hà An,Hà An,Nhận ký quỹ,-,454.765.000.000,,,454765000000.0
Hà An,Hà An,Hà An,Cổ tức,-,401.402.621.850,,,401402621850.0
Hà An,Hà An,Hà An,Doanh thu bán căn hộ,-,4.987.682.957,,,4987682957.0
DXS,DXS,DXS,Thu hộ,650.646.475.000,-,,650646475000.0,
DXS,DXS,DXS,Trả tiền thu hộ,547.546.475.000,-,,547546475000.0,
DXS,DXS,DXS,Cần trừ công nợ,155.093.497.702,-,,155093497702.0,
DXS,DXS,DXS,Thanh toán phí dịch vụ,241.278.468,-,,241278468.0,
