row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,Thanh toán gốc vayVayThanh toán lãi vayLãi đi vay,180.000.000.00030.000.000.0004.990.684.9313.119.826.966,-150.000.000.000-3.348.233.598,,1.800000000003e+42,
Ông Trần Xuân Thông,Ông Trần Xuân Thông,Ông Trần Xuân Thông,Ký quỹ cung cấp dịch vụ môi giới dự ánTạm ứng,117.322.059.98952.160.385.764,-4.000.000.000,,1.173220599895216e+22,-4000000000.0
Ông Trần Hoài Nam,Ông Trần Hoài Nam,Ông Trần Hoài Nam,Trả trước tiền mua đấtTạm ứngHoàn trả bất động sản đã muaThu hộ theo Hợp đồng ký quỹ cung cấp dịch vụ môi giới dự ánDoanh thu từ cho thuêMua bất động sản thành phẩm,90.440.887.8799.843.583.6766.375.925.8362.425.500.000126.104.354-,-63.951.788.584---20.977.805.670,,,
Ông Nguyễn Hiền Ninh,Ông Trần Hoài Nam > Ông Nguyễn Hiền Ninh,Ông Nguyễn Hiền Ninh,Ký quỹ cung cấp dịch vụ môi giới dự ánThu hộ theo Hợp đồng ký quỹ cung cấp dịch vụ môi giới dự án,45.266.290.8622.947.714.875,4.603.487.046-,,4.5266290862294775e+20,
Ông Trần Ngọc Thành,Ông Trần Hoài Nam > Ông Trần Ngọc Thành,Ông Trần Ngọc Thành,Ứng tiền mua đất,20.540.000.000,,,20540000000.0,
Ông Trần Ngọc Thái,Ông Trần Hoài Nam > Ông Trần Ngọc Thái,Ông Trần Ngọc Thái,Ký quỹ cung cấp dịch vụ môi giới dự ánTạm ứngMua bất động sản thành phẩm,17.295.910.5624.139.434.000-,-1.400.000.0008.681.600.000,,,-1.40000000086816e+19
Ông Phạm Văn Viên,Ông Trần Hoài Nam > Ông Phạm Văn Viên,Ông Phạm Văn Viên,Tạm ứng,11.545.000.000,3.188.000.000,,11545000000.0,3188000000.0
Cá nhân 1,Ông Trần Hoài Nam > Cá nhân 1,Cá nhân 1,Thu hồi tiền ứng trướcỨng tiền nhận chuyển nhượng đấtThu hồi tiền đặt cọc,97.731.067.50081.000.000.00011.117.300.000,-3.618.380.428-,,9.773106750081e+32,
Cá nhân 2,Ông Trần Hoài Nam > Cá nhân 2,Cá nhân 2,Hoàn trả khoản góp vốnHĐHTKD,-,17.000.000.000,,,17000000000.0
Cá nhân 3,Ông Trần Hoài Nam > Cá nhân 3,Cá nhân 3,Hoàn ký quỹ dự ánThanh toán khoản thu hộ,21.311.003.840-,50.754.650.00027.293.646.160,,,5.075465000027294e+21
Cá nhân 4,Ông Trần Hoài Nam > Cá nhân 4,Cá nhân 4,Ứng tiền nhận chuyển nhượng đất,28.583.944.000,121.454.256.000,,28583944000.0,121454256000.0
