row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Cho vay,418.450.000.000,423.000.000.000,,418450000000.0,423000000000.0
Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Thu hồi gốc cho vay,100.000.000.000,400.000.000.000,,100000000000.0,400000000000.0
Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Lãi vay phải thu,7.339.815.072,12.049.607.306,,7339815072.0,12049607306.0
Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Thu hồi gốc hợp tác kinh doanh,-,590.000.000.000,,,590000000000.0
Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Phí hợp tác kinh doanh phải thu,-,20.732.000.000,,,20732000000.0
Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Công ty Cổ phần Khu Công nghiệp Sài Gòn – Nhơn Hội,Lãi hợp tác kinh doanh đã nhận,-,17.178.082.000,,,17178082000.0
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Thu hồi gốc cho vay,323.460.000.000,199.923.703.957,,323460000000.0,199923703957.0
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Cho vay,34.500.000.000,702.183.703.957,,34500000000.0,702183703957.0
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Lãi vay phải thu,45.607.279.609,28.929.705.784,,45607279609.0,28929705784.0
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Thu gốc hợp đồng hợp tác kinh doanh,40.000.000.000,-,,40000000000.0,
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Nhận lãi cho vay,33.808.646.827,1.564.531.507,,33808646827.0,1564531507.0
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Lãi hợp tác kinh doanh phát sinh,27.125.479.452,-,,27125479452.0,
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Thu lãi hợp đồng hợp tác kinh doanh,27.125.479.452,-,,27125479452.0,
Ông Đặng Thành Tâm,Ông Đặng Thành Tâm,Ông Đặng Thành Tâm,Tạm ứng,28.976.100.000,-,,28976100000.0,
Ông Đặng Thành Tâm,Ông Đặng Thành Tâm,Ông Đặng Thành Tâm,Thu hồi tạm ứng,28.976.100.000,,,28976100000.0,
Ông Mai Tuấn Dũng,Ông Mai Tuấn Dũng,Ông Mai Tuấn Dũng,Tạm ứng,8.009.687.455,39.233.721.301,,8009687455.0,39233721301.0
Ông Vũ Thanh Dương,Ông Vũ Thanh Dương,Ông Vũ Thanh Dương,Thu hồi tạm ứng,290.500.000.000,-,,290500000000.0,
Ông Vũ Thanh Dương,Ông Vũ Thanh Dương,Ông Vũ Thanh Dương,Tạm ứng,55.525.400.000,4.838.000.000,,55525400000.0,4838000000.0
