row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả người bán ngắn hạn (TM số 18),Phải trả người bán ngắn hạn (TM số 18),Phải trả người bán ngắn hạn (TM số 18),Phải trả người bán ngắn hạn (TM số 18),Phải trả người bán ngắn hạn (TM số 18),Phải trả người bán ngắn hạn (TM số 18),Phải trả người bán ngắn hạn (TM số 18),,,,
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai - CN Nhà Máy nhựa,Phải trả người bán ngắn hạn (TM số 18) > Công ty Cổ phần Gỗ Hoàng Anh Gia Lai - CN Nhà Máy nhựa,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai - CN Nhà Máy nhựa,Công ty liên quan,Mua hàng hóa và dịch vụ,20.123.754,23.380.474,,,20123754.0,23380474.0
Công ty Cổ phần Xuất Nhập khẩu Dược Thú y Nasa,Phải trả người bán ngắn hạn (TM số 18) > Công ty Cổ phần Xuất Nhập khẩu Dược Thú y Nasa,Công ty Cổ phần Xuất Nhập khẩu Dược Thú y Nasa,Công ty liên quan,Mua hàng hóa và dịch vụ,8.912.300,-,,,8912300.0,
Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (TM số 18) > Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty Cổ phần Gỗ Hoàng Anh Gia Lai,Công ty liên quan,Mua hàng hóa và dịch vụ,7.509.227,-,,,7509227.0,
Công ty TNHH MTV Bao bì Linh Khang,Phải trả người bán ngắn hạn (TM số 18) > Công ty TNHH MTV Bao bì Linh Khang,Công ty TNHH MTV Bao bì Linh Khang,Công ty liên quan,Mua hàng hóa và dịch vụ,6.856.363,1.883.340,,,6856363.0,1883340.0
Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Phải trả người bán ngắn hạn (TM số 18) > Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty TNHH Dịch vụ Nông nghiệp Tây Nguyên,Công ty liên quan,Mua hàng hóa và dịch vụ,2.699.175,9.257.375,,,2699175.0,9257375.0
Công ty Cổ phần Đầu tư Bất Động Sản An Phú,Phải trả người bán ngắn hạn (TM số 18) > Công ty Cổ phần Đầu tư Bất Động Sản An Phú,Công ty Cổ phần Đầu tư Bất Động Sản An Phú,Công ty liên quan,Mua hàng hóa và dịch vụ,911.173,-,,,911173.0,
Công ty Cổ phần Gia súc Lơ Pang,Phải trả người bán ngắn hạn (TM số 18) > Công ty Cổ phần Gia súc Lơ Pang,Công ty Cổ phần Gia súc Lơ Pang,Công ty liên quan (đến ngày 31 tháng 3 năm 2022),Mua hàng hóa và dịch vụMua tài sản cố định,-,66.675.236,,,,66675236.0
Công ty Cổ phần Gia súc Lơ Pang,Phải trả người bán ngắn hạn (TM số 18) > Công ty Cổ phần Gia súc Lơ Pang,Công ty Cổ phần Gia súc Lơ Pang,Công ty liên quan (đến ngày 31 tháng 3 năm 2022),Mua hàng hóa và dịch vụMua tài sản cố định,-,33.473.380,,,,33473380.0
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (TM số 18) > Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Công ty có cùng thành viên HĐQT,Mua hàng hóa và dịch vụ,-,2.081.090,,,,2081090.0
Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai - Chỉ nhánh chế biến hoa quả,Phải trả người bán ngắn hạn (TM số 18) > Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai - Chỉ nhánh chế biến hoa quả,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai - Chỉ nhánh chế biến hoa quả,Công ty có cùng thành viên HĐQT,Mua hàng hóa và dịch vụ,-,1.497.279,,,,1497279.0
Các bên liên quan khác,Phải trả người bán ngắn hạn (TM số 18) > Các bên liên quan khác,Các bên liên quan khác,Bên liên quan,Mua hàng hóa và dịch vụ,73.306,482.444,,,73306.0,482444.0
,,,,,47.085.298,138.730.618,,,47085298.0,138730618.0
