row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,10.000.000.000,37.455.480.742,10000000000.0,37455480742.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng Phước An,Công ty Cổ phần Đầu tư Phát triển Xây dựng Phước An,Công ty Cổ phần Đầu tư Phát triển Xây dựng Phước An,10.000.000.000,-,10000000000.0,
Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty Cổ phần Đầu tư Phát triển Phương Nam,-,35.700.000.000,,35700000000.0
Công ty Cổ phần Cấu kiện Bê tông DIC Miền Đông,Công ty Cổ phần Cấu kiện Bê tông DIC Miền Đông,Công ty Cổ phần Cấu kiện Bê tông DIC Miền Đông,-,1.755.480.742,,1755480742.0
Dài hạn,Dài hạn,Dài hạn,3.538.379.756,34.297.310.808,3538379756.0,34297310808.0
Công ty Cổ phần Cấu kiện Bê tông DIC Miền Đông,Công ty Cổ phần Cấu kiện Bê tông DIC Miền Đông,Công ty Cổ phần Cấu kiện Bê tông DIC Miền Đông,3.538.379.756,8.054.507.014,3538379756.0,8054507014.0
Công ty Cổ phần Đầu tư Xây dựng A.T.A - Ban quản lý Dự án A.T.A,Công ty Cổ phần Đầu tư Xây dựng A.T.A - Ban quản lý Dự án A.T.A,Công ty Cổ phần Đầu tư Xây dựng A.T.A - Ban quản lý Dự án A.T.A,-,16.242.803.794,,16242803794.0
Công ty Cổ phần Gạch men Anh em,Công ty Cổ phần Gạch men Anh em,Công ty Cổ phần Gạch men Anh em,-,10.000.000.000,,10000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,13.538.379.756,71.752.791.550,13538379756.0,71752791550.0
Trong đó:Các bên khác,Trong đó:Các bên khác,Trong đó:Các bên khác,13.538.379.756,16.242.803.794,13538379756.0,16242803794.0
Các bên liên quan (Thuyết minh số 33),Các bên liên quan (Thuyết minh số 33),Các bên liên quan (Thuyết minh số 33),-,55.509.987.756,,55509987756.0
