row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Công ty Cổ phần Đầu tư Phát triển,Công ty Cổ phần Đầu tư Phát triển,Công ty Cổ phần Đầu tư Phát triển,,,,
Phương Nam,Công ty Cổ phần Đầu tư Phát triển > Phương Nam,Phương Nam,189.685.905.922,7.335.286.419,189685905922.0,7335286419.0
Công ty Cổ phần Phát triển,Công ty Cổ phần Phát triển,Công ty Cổ phần Phát triển,,,,
Thương mại Thiên Quang,Công ty Cổ phần Phát triển > Thương mại Thiên Quang,Thương mại Thiên Quang,39.576.555.031,-,39576555031.0,
Công ty TNHH Thang máy Mitsubishi Việt Nam,Công ty Cổ phần Phát triển > Công ty TNHH Thang máy Mitsubishi Việt Nam,Công ty TNHH Thang máy Mitsubishi Việt Nam,14.113.500.000,-,14113500000.0,
Công ty Cổ phần Thành Thắng Thắng Long,Công ty Cổ phần Phát triển > Công ty Cổ phần Thành Thắng Thắng Long,Công ty Cổ phần Thành Thắng Thắng Long,1.400.117.849,4.366.690.531,1400117849.0,4366690531.0
Công ty TNHH Cơ điện Phúc Yên,Công ty Cổ phần Phát triển > Công ty TNHH Cơ điện Phúc Yên,Công ty TNHH Cơ điện Phúc Yên,1.350.483.200,-,1350483200.0,
Công ty Cổ phần Công trình Giao thông 68,Công ty Cổ phần Phát triển > Công ty Cổ phần Công trình Giao thông 68,Công ty Cổ phần Công trình Giao thông 68,-,10.312.541.774,,10312541774.0
Khác,Công ty Cổ phần Phát triển > Khác,Khác,34.115.050.689,26.539.411.838,34115050689.0,26539411838.0
TỔNG CỘNG,Công ty Cổ phần Phát triển > TỔNG CỘNG,TỔNG CỘNG,280.241.612.691,48.553.930.562,280241612691.0,48553930562.0
Dự phòng trả trước ngắn hạn,Công ty Cổ phần Phát triển > Dự phòng trả trước ngắn hạn,Dự phòng trả trước ngắn hạn,(1.127.106.180),(1.127.106.180),-1127106180.0,-1127106180.0
GIÁ TRỊ THUÀN,Công ty Cổ phần Phát triển > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,279.114.506.511,47.426.824.382,279114506511.0,47426824382.0
Trong đó:Các bên liên quan (Thuyết minh số 33),Công ty Cổ phần Phát triển > Trong đó:Các bên liên quan (Thuyết minh số 33),Trong đó:Các bên liên quan (Thuyết minh số 33),191.615.951.440,7.335.286.419,191615951440.0,7335286419.0
Các bên khác,Công ty Cổ phần Phát triển > Các bên khác,Các bên khác,87.498.555.071,40.091.537.963,87498555071.0,40091537963.0
